,股票代码,财报发布日,财报统计截止日,净利润(元),营业总收入(元),应付账款(元),销售净利率(%),营业收入(元),存货(元),营业成本(元),管理费用(元),营业费用/营业总收入(%),管理费用/营业总收入(%),总市值(亿元),销售费用(元),财务费用(元),换手率(%),利润总额(元),每股收益(元),总股本(万股),盈余公积金(元),未分配利润(元),资本公积金(元),营业利润(元),经营活动产生的现金流量净额(元),每股未分配利润(元),每股公积金(元),每股净利润(元),每股营业利润(元),每股经营现金流(元),净利润与营业总收入之比,存货周转率,管理费用与营业总收入之比,股价,中文名称,上市日期,机构名称,上市年限,行业名称
10,002225.XSHE,2021-10-13,2021-09-30,34313606.57,1126365568.2,1282117822.21,3.05,1126365568.2,1474273365.75,929188879.79,64027392.36,4.19,5.68,46.9799,47242368.49,11121951.26,1.5294,45575568.84,0.0358,101032.0938,154167088.66,1080328353.41,825081390.56,46463883.9,-39346904.92,1.069292254348984,0.8166527679742097,0.03396307577068149,0.045989231889005944,-0.03894495643917854,0.030464005238401603,0.6302690541501428,0.056844237934509684,4.9015,濮耐股份,2008-04-25,濮耐股份,13,建筑材料I
11,000988.XSHE,2021-10-13,2021-09-30,450887088.45,2729521098.58,1182703690.71,16.52,2729521098.58,2057339848.77,2259432902.78,84497327.52,5.24,3.1,293.7073,143007497.83,-14789128.97,1.8649,488296179.87,0.45,100550.2734,143071272.92,3606099151.19,2611008266.88,488771155.48,54975393.93,3.586364342187855,2.5967192117848583,0.4484195549188829,0.48609629685999445,0.05467453451001755,0.1651890834200067,1.0982302725195467,0.0309568325241958,27.653499999999998,华工科技,2000-06-08,华工科技,21,电子I
12,300077.XSHE,2021-10-13,2021-09-30,48179695.51,328612629.86,113414524.94,14.66,328612629.86,281633408.3,156839532.94,36760088.61,4.95,11.19,166.5979,16277059.96,6462441.74,4.7646,50541074.61,0.0812,59266.3984,68560890.84,-1541050210.86,2237408168.63,50271465.92,93489639.68,-2.600208975850302,3.775171478329616,0.0812934425082257,0.08482287987319304,0.1577447629751701,0.1466154710198636,0.5568925003845149,0.11186450327749432,30.120500000000003,国民技术,2010-04-30,国民技术,11,电子I
13,300492.XSHE,2021-10-13,2021-09-30,1587996.71,25705464.84,18046561.23,6.18,25705464.84,,20586762.17,3773180.57,4.14,14.68,68.3375,1064592.81,-798332.69,0.4169,1728821.39,0.0113,14104.7373,25167458.77,95959274.34,38710199.25,1730593.13,78458.38,0.680333651729905,0.2744482114530414,0.011258605362327449,0.012269587821391044,0.0005562555213275755,0.06177661909186467,,0.14678515224235875,49.49499999999999,华图山鼎,2015-12-23,华图山鼎,5,建筑装饰I
14,002858.XSHE,2021-10-13,2021-09-30,4625938.79,61525404.38,23236200.09,7.52,61525404.38,64281461.92,40546549.2,6834614.39,4.9,11.11,24.1008,3017744.46,1000195.34,6.2557,6241736.94,0.0153,15992.583999999999,19126592.82,149077002.93,454883109.35,6254077.19,-26575804.2,0.9321633260141076,2.8443377840003845,0.02892552441806778,0.03910610811861298,-0.1661757987327126,0.07518745852410438,0.6307658225082259,0.11108605394590011,14.902999999999997,力盛体育,2017-03-24,力盛体育,4,传媒I
15,603133.XSHG,2021-10-13,2021-09-30,-22662567.64,57614949.96,159263014.74,-39.33,57614949.96,71916889.33,61664314.09,8890850.4,5.52,15.43,20.1864,3182610.53,5143538.89,2.3744,-23332236.13,-0.1,20918.5195,54339604.73,-285178733.77,470484722.29,-23085648.94,9822479.56,-1.3632835429390688,2.249130117884299,-0.10833734022142437,-0.1103598605054244,0.04695590220904496,-0.39334526291759014,0.8574385608788678,0.15431498953262304,9.936000000000002,*ST碳元,2017-03-20,*ST碳元,4,化工I
16,002176.XSHE,2021-10-14,2021-09-30,68511799.1,664815606.61,583926604.88,10.31,664815606.61,547278340.13,492560349.17,31600530.03,2.1,4.75,399.2802,13979786.33,16832523.25,8.1094,90047504.16,0.0399,170632.5625,53707906.39,-3737668740.03,3794638615.3,90293481.67,77394935.39,-2.190477998611783,2.22386545668855,0.040151655754451905,0.05291691125484914,0.04535765873527217,0.10305383691179047,0.9000179854605569,0.04753277407420699,25.767500000000002,江特电机,2007-10-12,江特电机,14,电气设备I
17,300390.XSHE,2021-10-14,2021-09-30,330713987.2,890670866.99,629349856.28,37.13,890670866.99,1158441467.94,434133078.53,37069009.54,0.9,4.16,625.7223,8049934.11,4861937.18,4.9830000000000005,390348026.13,0.4078,58288.0547,40902973.52,967167572.83,807888439.31,390363692.86,-150400153.49,1.659289502468162,1.3860274518820062,0.5673786660099328,0.6697147380696512,-0.2580291180827484,0.37130886330394935,0.37475616208905027,0.041619200665307256,81.43350000000001,天华新能,2014-07-31,天华新能,7,电子I
18,603181.XSHG,2021-10-14,2021-09-30,159109807.45,624895399.93,216649581.69,25.46,624895399.93,235387012.63,490987537.73,9985740.98,0.38,1.6,75.6479,2354261.46,-511610.18,0.7932,185376176.68,0.2703,58870.0,74641607.33,1344413130.78,215027986.03,185336128.08,2681784.84,2.2836982007474096,0.3652590216239171,0.27027315687107184,0.3148227077968405,0.004555435434007134,0.25461830486801995,2.0858735248141036,0.01597985995915251,13.690499999999997,皇马科技,2017-08-24,皇马科技,4,化工I
19,600763.XSHG,2021-10-15,2021-09-30,308616510.43,818880220.58,180978521.12,37.69,818880220.58,18497329.22,410168827.22,53747616.77,0.65,6.56,968.3969,5311824.26,4615051.77,1.1397,344900287.51,0.8399,32064.0,,2442394696.1,,345122762.98,347766891.2,7.617248927457584,,0.9625015919099301,1.076355922467565,1.0846023303393213,0.3768762545167006,22.174489210934855,0.0656355049483689,275.1635,通策医疗,1996-10-30,通策医疗,24,医药生物I
20,002196.XSHE,2021-10-15,2021-09-30,-34399551.93,423327953.32,578577066.98,-8.13,423327953.32,455483343.13,393843129.71,38407165.72,3.85,9.07,49.1454,16309522.12,1070613.03,3.1248,-36227301.38,-0.0579,49944.4922,38369508.69,-791642707.98,1826918694.3,-36461616.79,135813025.72,-1.5850450632472342,3.657898226263275,-0.06887556648338493,-0.07300427971915589,0.2719279338673504,-0.081259816792672,0.8646707627189625,0.09072674133325527,9.645,方正电机,2007-12-12,方正电机,13,电气设备I
21,002479.XSHE,2021-10-15,2021-09-30,44850391.9,1127223755.75,553648527.38,3.98,1127223755.75,552061225.64,946632973.49,53240045.04,0.44,4.72,58.301,4955122.61,33567982.66,3.733,102272467.51,0.0712,86500.0,204692208.86,1255256872.54,1642197736.6,115514534.94,251002065.77,1.4511640144971099,1.8984944931791907,0.05185016404624278,0.13354281495953757,0.2901757985780347,0.03978836648111512,1.7147246166266727,0.04723112405005753,5.898,富春环保,2010-09-21,富春环保,11,公用事业I
22,603077.XSHG,2021-10-15,2021-09-30,1112822920.5,3155567100.07,954028302.19,35.27,3155567100.07,475290346.84,1652723384.34,118667667.93,0.46,3.76,347.0681,14523265.4,18967206.83,4.2055,1313485902.33,0.1245,883125.0,225501519.96,4406378383.39,463413317.89,1316103652.4,847952506.67,0.49895296627204533,0.05247426104911535,0.12600967252653927,0.14902801442604388,0.09601726897891011,0.35265386068808807,3.477292133804617,0.03760581352472828,4.146,和邦生物,2012-07-31,和邦生物,9,化工I
23,002326.XSHE,2021-10-15,2021-09-30,317698457.3,1296689448.48,632037535.33,24.5,1296689448.48,1050461753.49,790877768.36,109650667.22,1.53,8.46,465.63199999999995,19796804.61,30326323.02,7.5836,365989589.16,0.3196,87656.6328,189360838.98,1709313721.91,769385899.47,365847812.87,334683985.69,1.9500107034798169,0.8777269613190071,0.36243515995517456,0.4173646661796025,0.381812505225503,0.2450073590653577,0.7528858292388356,0.08456201085659658,58.048,永太科技,2009-12-22,永太科技,11,化工I
24,300263.XSHE,2021-10-15,2021-09-30,91976961.03,574227194.21,528072670.02,16.02,574227194.21,729332120.54,408809555.92,31845584.24,3.0,5.55,88.2224,17243131.14,6385299.89,3.563,96688988.59,0.0938,91422.1328,80988196.39,1160519893.91,789854220.14,96646066.82,-17624562.34,1.2694080288509741,0.8639638957755751,0.10060688611499993,0.10571408023419028,-0.01927822268001168,0.16017520932030815,0.5605259173520508,0.05545816109216482,10.5065,隆华科技,2011-09-16,隆华科技,10,公用事业I
25,002407.XSHE,2021-10-15,2021-09-30,429244248.36,2402271625.65,950984770.35,17.87,2402271625.65,1222113830.63,1674815657.7,97424792.64,0.51,4.06,411.6189,12367314.62,21970367.36,7.335,444976094.27,0.5606,76608.7578,134148123.91,701662856.64,3155542556.32,447235321.65,725456342.06,0.9159042344372798,4.119036317698915,0.5603070206158596,0.5837913764606165,0.9469626748862385,0.17868264511672624,1.3704252547707705,0.04055527759632055,38.3925,多氟多,2010-05-18,多氟多,11,化工I
26,002138.XSHE,2021-10-15,2021-09-30,214422509.44,1165432669.49,476517624.53,18.4,1165432669.49,909213123.95,744714416.31,55556562.48,2.37,4.77,273.5838,27678393.75,15089616.82,0.7398,231973429.54,0.2378,80631.8359,289968260.13,2354411684.12,2097108774.22,233638217.46,272265552.71,2.919952966269989,2.6008446301791324,0.26592785225171833,0.2897592679766826,0.3376650793957675,0.1839853258394005,0.8190757443916458,0.04767033217312491,33.0065,顺络电子,2007-06-13,顺络电子,14,电子I
27,300238.XSHE,2021-10-15,2021-09-30,15104512.09,109590960.17,2424612.86,13.78,109590960.17,137703589.48,27826979.74,11612876.0,38.05,10.6,45.3151,41703619.04,2440039.17,0.9426,20516595.66,0.0737,26515.5703,36607162.76,-71835678.36,597713567.98,20076657.84,19857640.66,-0.27091885087608314,2.2541984246139335,0.056964688743654894,0.07571648511742551,0.07489049051304018,0.1378262592696472,0.20207882630424515,0.10596563787730157,17.953999999999997,冠昊生物,2011-07-06,冠昊生物,10,医药生物I
28,603909.XSHG,2021-10-15,2021-09-30,4697869.21,166978734.55,113716892.03,2.81,166978734.55,21320268.09,118017611.5,21158869.32,2.32,12.67,28.9347,3867524.9,2281480.38,0.4806,5304822.05,0.0224,20051.7793,24244937.0,459388956.88,171124442.89,5411276.32,25215888.65,2.291013430813095,0.8534127586872053,0.023428689991615858,0.026986514458594707,0.125753870879678,0.02813453594950603,5.535465642449152,0.12671595204636193,15.418000000000001,建发合诚,2016-06-28,建发合诚,5,建筑装饰I
29,300563.XSHE,2021-10-15,2021-09-30,21297061.9,234257514.83,94162820.52,9.09,234257514.83,129318363.76,197101193.75,6763013.87,0.97,2.89,24.2375,2280516.85,-160654.07,0.7579,21733909.71,0.1191,17874.2656,38577709.99,335001007.14,393234746.04,21733909.71,14388262.08,1.8742085109219817,2.2000050510606712,0.11914929752414555,0.1215933017689969,0.08049708112203502,0.09091303608960086,1.5241547141425105,0.028869997510679216,14.045999999999998,神宇股份,2016-11-14,神宇股份,4,通信I
30,000803.XSHE,2021-10-15,2021-09-30,-6791736.06,66437474.15,166808836.89,-10.22,66437474.15,56902671.28,47057807.23,12294241.06,1.45,18.5,39.3521,963543.92,13982859.01,7.4379,-11113530.5,-0.0332,24291.4355,25340250.02,-214664825.28,1193836113.47,-9730681.57,-96286831.92,-0.8837058035536846,4.914637973824149,-0.027959385356209183,-0.04005807548919865,-0.39638181086498575,-0.10222748752708263,0.8269876645762981,0.1850497963279358,11.799000000000001,山高环能,1998-03-03,山高环能,23,电气设备I
31,002455.XSHE,2021-10-15,2021-09-30,46805458.6,1035145276.75,578522938.13,4.52,1035145276.75,750139299.83,936369920.64,10805490.52,0.57,1.04,87.7525,5910557.94,18897266.45,10.5531,41223702.88,0.0759,56541.5312,59307015.64,466965922.71,677664576.03,37830539.78,29324375.31,0.8258812819522653,1.198525334648171,0.08278067043221497,0.06690752616193742,0.05186342620661111,0.045216318570233,1.2482613840552073,0.010438622252062553,17.014,百川股份,2010-08-03,百川股份,11,化工I
32,300896.XSHE,2021-10-15,2021-09-30,283469184.69,389636635.96,15165011.93,72.75,389636635.96,31356918.14,23298869.74,15812749.55,9.95,4.06,1282.6038,38760105.8,-12701792.85,2.1173,333370981.72,1.31,21636.0,60100000.0,1097102159.69,3410757705.54,338353059.3,234152424.43,5.070725456137919,15.764271147809207,1.3101737136716582,1.5638429437049362,1.0822352765298577,0.7275218973995579,0.7430216718357641,0.04058332325716757,574.6144999999999,爱美客,2020-09-28,爱美客,1,医药生物I
33,300708.XSHE,2021-10-15,2021-09-30,63180057.9,518264513.68,221868281.45,12.19,518264513.68,229187005.62,426880877.64,7964008.84,0.45,1.54,102.2028,2357930.47,-4224324.91,3.2516,70597495.16,0.1162,54363.1758,36679922.25,316311745.57,710878713.95,70604489.65,93070915.09,0.5818492774110522,1.3076475086100472,0.11621848240146412,0.12987557958304566,0.17120213033985407,0.12190697266031653,1.8625876126144048,0.015366687530756427,20.1525,聚灿光电,2017-10-16,聚灿光电,4,电子I
34,002261.XSHE,2021-10-15,2021-09-30,25065977.58,412021855.25,147462093.07,6.08,412021855.25,543474125.85,250276090.99,55149855.28,9.16,13.39,97.0958,37727748.3,499035.68,2.5848,20466322.8,0.0217,124801.7656,64922705.84,-458824878.18,2689703068.86,21107173.0,-54143399.65,-0.3676429383624041,2.1551803020805984,0.020084633786623285,0.016912559608852202,-0.04338352056935964,0.06083652422949959,0.46051151119396017,0.13385177164094136,8.5895,拓维信息,2008-07-23,拓维信息,13,传媒I
35,600215.XSHG,2021-10-15,2021-09-30,55432066.15,964301715.44,241716564.1,5.75,964301715.44,1069780579.78,820517883.71,65643171.3,1.09,6.81,38.0397,10496444.68,16228945.03,0.5416,54466872.39,0.1192,46503.2891,218576185.71,575802635.91,296625030.35,55135358.26,-237405842.42,1.2381976566685473,0.6378581732404817,0.11920031297313116,0.11856227661969826,-0.5105140883895027,0.057484151757115735,0.766996428257035,0.06807327027314035,8.1305,派斯林,1999-09-09,派斯林,22,房地产I
36,002681.XSHE,2021-10-15,2021-09-30,-35762913.28,1239474294.71,1234337662.65,-2.89,1239474294.71,900904168.22,1149147064.31,65024885.68,2.38,5.25,68.425,29508869.5,13306155.88,0.6366,-74652205.88,-0.0148,182466.7656,140681622.73,-1655414424.64,1795246758.65,-75530321.64,-30284818.63,-0.9072416114773286,0.9838760240785459,-0.019599686092095666,-0.04139401572206089,-0.016597443666201535,-0.028853291619385664,1.2755486153210684,0.052461665366940004,3.838,奋达科技,2012-06-05,奋达科技,9,电子I
37,002132.XSHE,2021-10-15,2021-09-30,-11083240.46,824032727.2,635049091.47,-1.35,824032727.2,441488729.63,752043607.47,33379170.92,2.17,4.05,65.2123,17898873.09,13037406.08,3.4261,-14733195.96,-0.0089,125649.8438,121327109.12,371050723.97,1205276064.19,-9723601.91,127363576.59,0.2953053603159354,0.9592340330390448,-0.00882073556545082,-0.007738650217088451,0.10136389567879431,-0.013450000338772953,1.703426513515459,0.04050709373330336,5.507,恒星科技,2007-04-27,恒星科技,14,机械设备I
38,688221.XSHG,2021-10-16,2021-09-30,-84605267.88,11833950.46,14807945.82,-714.94,11833950.46,14474885.22,11370365.67,24280321.28,148.19,205.18,65.7282,17536238.25,1197351.88,0.8438,-84605267.88,-0.2333,35976.0,,-986689473.54,2549752862.63,-83668510.91,-68278388.69,-2.7426325148432285,7.087371755142318,-0.2351714139426284,-0.23256757535579273,-0.18978871661663332,-7.149368096982889,0.7855237189922256,2.051751134337603,19.241499999999995,前沿生物,2020-10-28,前沿生物,0,医药生物I
39,600141.XSHG,2021-10-16,2021-09-30,1490354074.64,6727508845.83,3119234942.39,22.15,6727508845.83,1821239520.9,4333498777.75,85546353.51,0.24,1.27,501.8234,16239774.28,97801673.55,5.0215,1688081768.96,1.2037,111889.2656,336448674.82,4438025448.07,5766212787.99,1960708377.36,1125766317.37,3.9664443450149878,5.153499539986256,1.331990219658748,1.752365043103831,1.006143271504322,0.22153134374008082,2.379422765660455,0.012715903534340996,44.7295,兴发集团,1999-06-16,兴发集团,22,化工I
40,600829.XSHG,2021-10-16,2021-09-30,97904238.22,2571705455.64,1759393894.49,3.81,2571705455.64,908570111.64,2295272118.62,24628317.07,3.57,0.96,35.1412,91866660.62,8619832.15,0.6259,127813568.31,0.16899999999999998,57988.8594,104080459.51,1472991655.87,,126783207.34,-197174128.41,2.540128692150134,,0.16883284001961243,0.21863373180952753,-0.3400207047528167,0.03806977117277816,2.5262465595274266,0.009576647674012477,6.2219999999999995,人民同泰,1994-02-24,人民同泰,27,医药生物I
41,601899.XSHG,2021-10-16,2021-09-30,5622429644.0,59112176250.0,5131364754.0,9.51,59112176250.0,19386878295.0,50040818062.0,1288919504.0,0.18,2.18,2656.4551,109345961.0,355412071.0,0.6024,6971050083.0,0.1767,2632760.25,1319401104.0,35891510723.0,25147072966.0,7009819249.0,5789488905.0,1.3632654444323216,0.9551600061570361,0.21355646204397075,0.2662536115470446,0.21990186554206748,0.09511457707497277,2.581169453924196,0.021804636299446005,10.718,紫金矿业,2008-04-25,紫金矿业,13,有色金属I
42,600436.XSHG,2021-10-16,2021-09-30,918714485.15,2262941622.59,253422488.76,40.6,2262941622.59,2222766107.21,942538852.22,72704405.08,5.51,3.21,2281.7456,124682205.53,-21349846.3,1.5661,1088140152.37,1.4855,60331.7227,885172456.05,6563616523.79,1086179534.46,1090187499.13,360666197.33,10.87921284201951,1.800345632199228,1.5227718421340553,1.806988844908286,0.5978052361001123,0.4059824062533728,0.42403870077138617,0.032128272490205806,362.04650000000004,片仔癀,2003-06-16,片仔癀,18,医药生物I
43,002664.XSHE,2021-10-16,2021-09-30,57495453.15,923694166.69,224436359.19,6.22,923694166.69,658536399.76,807445806.47,21391399.01,0.51,2.32,68.0504,4681401.46,-6942564.84,1.3804,56214394.5,0.1441,40386.0,200010000.0,1818669438.24,461297683.88,56479142.59,-122336616.9,4.503217546278414,1.1422217696231367,0.14236481243500224,0.1398483201852127,-0.30291837988411824,0.062245118810299885,1.2261217554022363,0.02315852993491854,18.174500000000002,信质集团,2012-03-16,信质集团,9,国防军工I
44,000756.XSHE,2021-10-16,2021-09-30,87935566.15,1389149183.41,499668934.17,6.33,1389149183.41,901656426.76,1043611976.85,85904330.54,6.9,6.18,49.2483,95896923.48,12377352.56,0.3418,79652685.28,0.1359,62736.7461,302535302.27,1668512858.37,676522928.85,81018450.28,65320699.35,2.6595463776690833,1.078351956238929,0.1401659659074987,0.12914034487995227,0.10411872373151339,0.0633017441180371,1.1574386272608306,0.061839528515668284,8.0215,新华制药,1997-08-06,新华制药,24,医药生物I
45,300900.XSHE,2021-10-16,2021-09-30,15332202.91,85342505.22,49148276.38,17.97,85342505.22,143447847.08,48639142.9,9536335.38,0.72,11.17,72.743,614441.01,1376360.83,4.7827,17653856.87,0.0787,21024.0,23136909.41,249924681.14,1053410689.17,17572989.99,-20474462.48,1.1887589475837137,5.010515074058219,0.07292714473934551,0.08358537856735158,-0.09738614193302893,0.17965494299090368,0.3390719616229182,0.11174191987236347,39.366,广联航空,2020-10-29,广联航空,0,国防军工I
46,300638.XSHE,2021-10-16,2021-09-30,120521951.6,1031769830.37,854795447.04,11.68,1031769830.37,916840398.23,773300057.49,20238999.61,2.88,1.96,177.8646,29730278.64,2232065.19,3.1366,127546130.47,0.2916,41335.0117,61969838.47,752550863.98,638955857.17,128149140.23,-189031641.2,1.8206136469534373,1.5457981766338775,0.29157352724300784,0.3100256537002504,-0.4573160461933533,0.11681088945659514,0.8434402094223696,0.019615808695183645,29.15950000000001,广和通,2017-04-13,广和通,4,通信I
47,300059.XSHE,2021-10-16,2021-09-30,2507462012.45,3855573967.68,236101025.86,65.03,1495784023.09,,166487138.3,488339397.25,3.12,12.67,3552.4021,120233195.11,68456634.92,1.6323,2959690241.58,0.2426,1033576.375,594148886.07,15256777970.71,12742241578.76,2965446769.36,4257951261.13,1.4761151995864843,1.2328301891343056,0.24260055406645684,0.28691123762963333,0.41196290512445205,0.6503472721491595,,0.12665802843975696,23.7565,东方财富,2010-03-19,东方财富,11,非银金融I
48,300852.XSHE,2021-10-16,2021-09-30,57512346.01,297284864.91,222977415.59,19.35,297284864.91,118679740.9,203170667.29,9094222.43,2.5,3.06,45.2063,7434836.93,-442432.12,1.5535,65638053.18,0.5642,10193.0762,26899922.34,319775983.76,547680746.17,65734504.12,25795299.59,3.1371881999665616,5.3730663385995285,0.5642295307279269,0.6448936791034683,0.2530668768080042,0.19345870845934682,1.7119237516805195,0.030590936517246457,46.61800000000001,四会富仕,2020-07-13,四会富仕,1,电子I
49,002299.XSHE,2021-10-16,2021-09-30,95648033.61,3697002122.41,1856819173.82,2.59,3697002122.41,2563513608.14,3367546330.16,61483377.16,2.39,1.66,268.7916,88293498.93,31922918.19,1.4047,118412314.04,0.0753,124440.5781,811633208.22,3628813051.57,4271502920.95,119568392.59,419238067.92,2.916101087744786,3.4325643501249536,0.07686241503405551,0.09608472928654774,0.3368982001860372,0.025871782174593128,1.3136448035488992,0.016630603695710146,20.051499999999997,圣农发展,2009-10-21,圣农发展,11,农林牧渔I
50,600509.XSHG,2021-10-16,2021-09-30,-31731621.18,1539121635.57,902129644.42,-2.06,1539121635.57,338485857.0,1319521488.99,83344943.16,2.01,5.42,82.6716,30887732.31,115361731.88,3.2144,-23781850.7,-0.0163,115141.5,337811836.75,631522085.9,3897088297.72,-21523380.32,-43840638.64,0.5484747774694614,3.384607893522318,-0.027558804757624313,-0.01869298239123166,-0.0380754451175293,-0.02061670789797486,3.8983061232895175,0.05415097886602961,7.448999999999998,天富能源,2002-02-28,天富能源,19,公用事业I
51,300459.XSHE,2021-10-16,2021-09-30,188065885.39,484982276.55,59087497.68,38.78,484982276.55,4092826.26,103011588.28,84123243.99,7.52,17.35,127.9755,36483563.97,20105769.07,6.2197,194272538.77,0.0534,351581.0938,46769319.26,-218085038.97,486860099.77,194109385.79,188194745.44,-0.06202979705560038,0.13847732666960602,0.05349146717683942,0.05521041637705947,0.053528118763705834,0.3877788828240016,25.168815321273865,0.17345632625675378,3.9965,汤姆猫,2015-05-15,汤姆猫,6,传媒I
