,股票代码,财报发布日,财报统计截止日,净利润(元),营业总收入(元),应付账款(元),销售净利率(%),营业收入(元),存货(元),营业成本(元),管理费用(元),营业费用/营业总收入(%),管理费用/营业总收入(%),总市值(亿元),销售费用(元),财务费用(元),换手率(%),利润总额(元),每股收益(元),总股本(万股),盈余公积金(元),未分配利润(元),资本公积金(元),营业利润(元),经营活动产生的现金流量净额(元),每股未分配利润(元),每股公积金(元),每股净利润(元),每股营业利润(元),每股经营现金流(元),净利润与营业总收入之比,存货周转率,管理费用与营业总收入之比,股价,中文名称,上市日期,机构名称,上市年限,行业名称
1549,603160.XSHG,2022-10-27,2022-09-30,-120589579.89,691981586.83,395776120.35,-17.43,691981586.83,1975954346.96,378300661.43,62833758.29,9.36,9.08,217.9518,64741347.11,1088707.62,0.4196,-189234755.53,-0.2633,45807.4336,229281035.0,6341235097.13,1821773482.97,-189095339.6,-288510081.59,13.843244641258401,3.9770258663214,-0.2632532984559083,-0.41280491994207685,-0.6298324505785017,-0.17426703569155141,0.1914521264178064,0.09080264487649792,48.24449999999999,汇顶科技,2016-10-17,汇顶科技,6,电子I
1550,000752.XSHE,2022-10-27,2022-09-30,-35819019.42,29963902.23,8608005.63,-119.54,29963902.23,20078703.21,31519370.97,5865507.85,4.86,19.58,9.3371,1456916.34,6078234.78,0.5361,-37220395.19,-0.0947,26375.8496,69225086.27,-364659928.26,24059607.52,-37192632.58,-10082822.39,-1.3825523491762706,0.09121832238533843,-0.1358023341928671,-0.14101017841715321,-0.038227479087536195,-1.1954056966631612,1.569791168301252,0.1957524692537351,3.6370000000000005,*ST西发,1997-06-25,*ST西发,25,食品饮料I
1551,300724.XSHE,2022-10-27,2022-09-30,312524528.34,1577022799.59,2760473305.15,19.82,1577022799.59,5567361977.79,1175797257.23,32018651.07,2.62,2.03,401.254,41374629.92,-101949951.85,3.5496,350440039.11,0.8988,34825.0352,169732930.39,2795711939.33,3676648331.83,348341303.44,-50213725.95,8.027879722947128,10.557486333366292,0.8974133882282478,1.0002611668286268,-0.14418858634778925,0.19817375400105264,0.211194684649684,0.020303226483678185,125.64950000000002,捷佳伟创,2018-08-10,捷佳伟创,4,电气设备I
1552,688660.XSHG,2022-10-27,2022-09-30,-129878769.64,1524974464.43,6115749887.3,-8.52,1524974464.43,3001150839.27,1226271878.55,150727139.4,9.01,9.88,88.4,137470238.99,12316101.43,0.8378,-173904214.0,-0.0974,133333.3438,98160126.07,872926670.61,5116190056.16,-173791961.09,-1105964688.58,0.6546949515639463,3.8371422409043343,-0.09740906958338803,-0.1303439605854991,-0.829473451321334,-0.08516783242566993,0.408600548331079,0.09883912348416818,7.000000000000002,电气风电,2021-05-19,电气风电,1,电气设备I
1553,688663.XSHG,2022-10-27,2022-09-30,23600896.26,234682685.65,419684148.47,10.06,234682685.65,307441147.18,167548872.73,14055740.56,7.99,5.99,60.3324,18761632.93,-12620.04,4.1904,27701008.88,0.1686,13995.0,51562494.92,333902042.79,566914727.72,27697959.43,6228098.23,2.385866686602358,4.050837640014291,0.16863805830653805,0.19791325066095034,0.044502309610575205,0.10056513625891345,0.5449786870327537,0.05989253327773139,49.4245,新风光,2021-04-13,新风光,1,电气设备I
1554,603517.XSHG,2022-10-27,2022-09-30,108024182.71,1784084227.31,508532677.49,6.05,1784084227.31,674383961.76,1363399731.92,115109954.34,6.54,6.45,304.92400000000004,116646043.42,6418395.94,0.6879,155387177.2,0.1985,60863.0703,315582366.09,3007591593.66,1772812317.74,152520192.36,367719211.07,4.941570608967455,2.912788180092847,0.1774872384477784,0.2505956265568154,0.604174599239697,0.06054881325467257,2.0216965545292833,0.06452047082640266,49.8595,绝味食品,2017-03-17,绝味食品,5,食品饮料I
1555,300502.XSHE,2022-10-27,2022-09-30,301347356.04,935659156.54,343775164.97,32.21,935659156.54,1629138277.37,583918132.07,19983568.5,1.56,2.14,107.198,14577638.27,-90764722.91,1.1395,338767584.83,0.5943,50708.6211,111570380.16,2339514917.26,1755785233.81,338635132.74,208540776.33,4.613643334229809,3.462498478015211,0.5942724323852695,0.6678058393112173,0.41125310017550454,0.32206958477738923,0.35842146745986997,0.021357743747090333,21.892,新易盛,2016-03-03,新易盛,6,通信I
1556,300262.XSHE,2022-10-27,2022-09-30,-38664075.27,77637365.46,665538974.06,-49.8,77637365.46,115838584.68,58656621.42,36867347.04,1.47,47.49,17.4809,1138194.46,31753227.47,0.6801,-37503264.72,-0.0574,66976.7031,52990089.66,-1332371600.14,1004788057.63,-37297291.3,-18632310.23,-1.9893060399683964,1.5002053118825431,-0.05772764779459561,-0.055686962143109725,-0.027819091367009975,-0.49800859471358994,0.5063651423404114,0.47486602387344845,2.7444999999999995,巴安水务,2011-09-16,巴安水务,11,环保I
1557,300266.XSHE,2022-10-27,2022-09-30,-58661259.82,287003867.59,2154847208.23,-20.44,287003867.59,282354766.85,273122292.29,26805866.79,1.66,9.34,47.1068,4769201.44,30529363.74,0.8115,-58866021.46,-0.0371,157022.7344,41362383.28,-984112207.93,1372718937.73,-58323431.06,-112381171.08,-0.6267323083440076,0.8742166814094151,-0.03735845006403098,-0.03714330366418585,-0.0715700000445286,-0.20439187914986803,0.967301864023763,0.09339897408035484,3.0835,兴源环境,2011-09-27,兴源环境,11,环保I
1558,300165.XSHE,2022-10-27,2022-09-30,-35829505.43,155144733.35,69004618.1,-23.09,155144733.35,1759779167.77,86751850.17,30428317.15,35.75,19.61,20.7245,55471456.44,9726285.39,1.7672,-38417227.27,-0.0712,49699.0859,84671977.85,176294982.75,786160609.32,-38291057.62,43820561.28,0.3547247993750324,1.581841184970366,-0.07209288617922045,-0.0770457985827864,0.08817176510685079,-0.23094245390315726,0.04929700939688492,0.1961285858241478,4.6395,天瑞仪器,2011-01-25,天瑞仪器,11,机械设备I
1559,603788.XSHG,2022-10-27,2022-09-30,31635562.56,268193412.33,146012301.82,11.8,268193412.33,191452511.84,204872504.01,5301847.02,4.66,1.98,24.090999999999998,12497307.14,-5058910.49,0.6587,36323987.64,0.142,22306.5059,150097638.41,478539342.89,1069407906.34,35662386.46,-50783166.97,2.145290459363248,4.794152482393041,0.14182213342520847,0.1598743730635106,-0.2276607873849037,0.11795801502042061,1.0700956704146838,0.01976874440702635,10.908500000000002,宁波高发,2015-01-20,宁波高发,7,汽车I
1560,301028.XSHE,2022-10-27,2022-09-30,42282071.38,207555652.03,99266819.98,20.37,207555652.03,152792690.45,139798335.07,8159275.64,2.33,3.93,34.14,4829886.82,-1314521.14,0.968,47888915.56,0.1116,37891.1992,70922206.85,359796447.63,354600633.13,48314962.43,87523582.62,0.9495514927645783,0.9358390354929699,0.11158810560949467,0.12750972112278777,0.2309865733148926,0.2037143819812171,0.9149543388382687,0.0393112669310526,9.3155,东亚机械,2021-07-20,东亚机械,1,机械设备I
1561,603320.XSHG,2022-10-27,2022-09-30,9406592.94,242212183.8,67412996.75,3.88,242212183.8,163815817.27,214314532.89,5090965.37,0.19,2.1,14.470999999999998,460790.7,1309072.78,2.6384,8333404.63,0.0722,13001.7734,41026536.15,389137312.4,188508878.69,9333404.63,38426297.51,2.992955656341465,1.449870512971715,0.07234853777716199,0.07178562756677485,0.2955465868217639,0.03883616749753279,1.3082651996709718,0.021018618015531884,11.669999999999998,迪贝电气,2017-05-02,迪贝电气,5,电气设备I
1562,300217.XSHE,2022-10-27,2022-09-30,90710347.28,936603067.82,469645443.28,9.69,936603067.82,1792428220.67,734911821.66,37484654.0,1.36,4.0,93.2792,12753096.96,-4881152.09,3.5651,100254024.35,0.0603,148770.6562,97253416.42,892053353.84,822326790.96,99827088.81,261717894.19,0.5996164678071777,0.552747975954683,0.06097327900338992,0.06710132989922242,0.1759203735971691,0.09685036318654582,0.410009066575226,0.0400219210121186,6.631,东方电热,2011-05-18,东方电热,11,家用电器I
1563,301185.XSHE,2022-10-27,2022-09-30,21619298.0,47177937.58,4010557.69,45.83,47177937.58,14582422.18,18280726.15,6562146.62,2.87,13.91,22.8132,1352728.66,2070305.13,1.1478,23307715.11,0.1409,15341.7598,39680041.33,190067876.83,574394269.66,23307715.11,10542915.51,1.2388922738185486,3.7439920657602785,0.1409179799569017,0.15192334786782413,0.06872037919665513,0.45825017177446525,1.2536138320746382,0.13909354576750027,16.1715,鸥玛软件,2021-11-19,鸥玛软件,0,计算机I
1564,688283.XSHG,2022-10-27,2022-09-30,24670068.59,64762080.19,35802101.98,38.09,64762080.19,81679852.5,23384148.7,2320776.64,7.31,3.58,52.2144,4736478.76,-4614716.58,3.3606,29160850.17,0.2937,8400.0,16993526.76,125124282.64,617543796.54,29160850.17,-18439961.39,1.4895747933333334,7.3517118635714285,0.29369129273809524,0.3471529782142857,-0.2195233498809524,0.3809338507599288,0.2862902904972802,0.03583542457548105,67.27600000000001,坤恒顺维,2022-02-15,坤恒顺维,0,通信I
1565,300599.XSHE,2022-10-27,2022-09-30,1634586.75,433878354.89,187574718.5,0.38,433878354.89,351258860.32,376763715.85,23977356.35,3.77,5.53,26.3585,16368676.52,-1701457.65,0.5072,3004123.56,0.0046,35813.1562,106795806.11,784709135.66,1011996655.27,2957496.16,84275092.96,2.191119741800361,2.8257678536302815,0.004564207468539173,0.008258127665385718,0.23531880990706985,0.003767384870845683,1.0726098567499902,0.055262854391708284,7.475,雄塑科技,2017-01-23,雄塑科技,5,建筑材料I
1566,688041.XSHG,2022-10-27,2022-09-30,240267853.63,1290141647.59,322943373.82,18.62,1290141647.59,1115446564.92,686251474.95,35426373.88,1.53,2.75,1367.1757,19724999.94,-28797747.32,3.5887,239653284.14,0.0758,232433.8125,,738018635.65,13775011170.67,239509836.14,-98128636.94,0.317517760308647,5.92642310622083,0.10337043954394544,0.1030443176764568,-0.042217883828756624,0.18623370083341098,0.615225772826884,0.027459290184280845,45.86649999999999,海光信息,2022-08-12,海光信息,0,电子I
1567,603303.XSHG,2022-10-27,2022-09-30,63962968.85,1141312008.01,818284660.55,5.6,1141312008.01,651278152.1,964281778.88,36614737.45,3.53,3.21,71.9709,40327464.58,-36242090.84,0.5418,71337720.98,0.1345,47694.457,200409884.51,1757228812.99,714639469.38,60893892.69,331349359.81,3.6843459880254006,1.4983700713481232,0.1341098586152265,0.1276749889195719,0.6947334777498357,0.05604336798447105,1.480598997173085,0.032081268919479544,16.016,得邦照明,2017-03-30,得邦照明,5,家用电器I
1568,003013.XSHE,2022-10-27,2022-09-30,69907278.27,559637340.23,446350746.08,12.49,559637340.23,513091500.61,395683916.94,41853755.69,2.45,7.48,62.7616,13731967.17,-3600247.33,3.6148,78506570.25,0.1649,40001.0,296521379.14,464418512.42,857508601.08,78922820.73,37899157.43,1.1610172556186096,2.1437179097522563,0.1747638265793355,0.1973021192720182,0.09474552493687657,0.1249153214852845,0.771176128370052,0.07478728219385597,17.092000000000006,地铁设计,2020-10-22,地铁设计,2,建筑装饰I
1569,003016.XSHE,2022-10-27,2022-09-30,30207708.08,406044426.3,274890319.62,7.44,406044426.3,691460776.02,120618688.57,25994578.45,47.84,6.4,34.6263,194237900.63,-4824042.89,1.5317,40415696.56,0.0699,43228.8984,223533904.61,1021951275.51,1258264188.48,40732546.2,44388458.32,2.3640465367722627,2.9107014868553764,0.06987850534724706,0.09422526991805094,0.1026823721235515,0.0743950812359667,0.17444039163620062,0.06401905005043533,8.175999999999998,欣贺股份,2020-10-26,欣贺股份,2,纺织服装I
1570,301236.XSHE,2022-10-27,2022-09-30,234615118.97,4900004287.37,86279768.93,4.79,4900004287.37,840634645.23,3793212717.04,375140020.61,4.52,7.66,165.9388,221514271.07,21567471.51,2.0698,262710158.13,0.3814,63529.4102,53344973.17,2392959758.78,6703038258.99,257074900.39,-74337630.54,3.7666960093704764,10.551079000871946,0.3693015852522427,0.4046549457655755,-0.1170129398430965,0.047880594630239796,4.5123202315818975,0.07655912089239222,28.111500000000007,软通动力,2022-03-15,软通动力,0,计算机I
1571,301239.XSHE,2022-10-27,2022-09-30,42739887.75,543069898.63,225164829.12,7.87,543069898.63,115688738.81,296580248.7,74958335.43,19.6,13.8,92.9434,106423730.75,8578871.84,2.331,58074416.12,0.2857,14961.9053,16416050.42,240999497.52,1734208169.65,60363025.33,68796734.15,1.6107540629868844,11.590824396208417,0.28565805552852946,0.40344477604733936,0.45981265601246657,0.07870052797590094,2.563605168062943,0.13802704885521563,58.1545,普瑞眼科,2022-07-05,普瑞眼科,0,医药生物I
1572,300040.XSHE,2022-10-27,2022-09-30,31838311.04,273033109.9,464901963.79,11.66,273033109.9,286955386.19,164382011.94,22420621.79,3.53,8.21,35.5531,9640391.64,44499984.45,1.0058,33433904.63,0.0509,58765.4844,84947659.87,1015610263.39,1045608486.6,33362122.9,56054039.78,1.72824281763259,1.7792901688393128,0.054178590315508396,0.05677162919803992,0.09538599120268632,0.11660970734157836,0.5728486721317674,0.08211686047238625,6.334999999999999,九洲集团,2010-01-08,九洲集团,12,电气设备I
1573,300044.XSHE,2022-10-27,2022-09-30,-14832024.02,91114099.26,304632282.29,-16.28,91114099.26,57257619.24,63766912.71,16319975.87,8.03,17.91,26.5706,7314654.44,7849309.54,2.7153,-13985987.69,-0.0169,77016.125,42723544.56,-761804039.2,974232021.71,-13985605.83,30779781.67,-0.989148751900982,1.2649714870879314,-0.019258335861483553,-0.01815932160959799,0.03996537305661639,-0.16278516871111084,1.1136843193342665,0.17911581196045068,3.5415000000000005,赛为智能,2010-01-20,赛为智能,12,计算机I
1574,301333.XSHE,2022-10-27,2022-09-30,22358952.95,142169591.51,49639299.87,15.73,142169591.51,55064564.64,93031449.7,17868853.44,2.37,12.57,41.46,3376010.17,-7008155.56,1.6719,25008228.34,0.3756,6000.0,15545815.73,403450008.56,1079362369.9,25008228.33,17227782.89,6.724166809333334,17.989372831666667,0.3726492158333333,0.4168038055,0.2871297148333334,0.15726958706515876,1.6894975981054083,0.1256868874012565,69.78949999999999,诺思格,2022-08-02,诺思格,0,医药生物I
1575,688217.XSHG,2022-10-27,2022-09-30,16483301.94,99695696.51,26171231.08,16.53,99695696.51,65712687.35,38447197.22,8578902.7,16.8,8.61,22.1864,16748135.54,-3448094.04,1.7165,19468977.79,0.276,5557.7061,,152303786.17,724617439.64,19523314.26,1094026.76,2.74040734485762,13.038066903897635,0.2965846276038238,0.35128367547179223,0.019684861709402014,0.1653361430535433,0.585080275521558,0.08605088283965688,41.416999999999994,睿昂基因,2021-05-17,睿昂基因,1,医药生物I
1576,300280.XSHE,2022-10-27,2022-09-30,11297535.09,174711905.88,1282097324.68,6.47,174711905.88,,155043012.48,6732508.53,-1.58,3.85,26.4329,-2760890.68,775817.44,0.7178,10839766.03,0.0671,16206.5742,12240589.6,1009390205.21,1133754144.16,10749772.45,51363939.65,6.228276209107784,6.995643435612692,0.0697095817449193,0.06632970248579739,0.31693273986306125,0.06466379628277684,,0.03853491550040208,16.711999999999996,紫天科技,2011-12-29,紫天科技,10,传媒I
1577,002952.XSHE,2022-10-27,2022-09-30,38071134.24,233316496.2,218163470.67,16.32,233316496.2,346834591.58,185250379.28,3420882.07,1.39,1.47,26.7874,3233099.86,-12051364.86,6.1521,43025164.05,0.2269,16434.0,55486109.84,309474790.21,363756063.68,43025240.05,19319662.1,1.8831373385055372,2.213435947912864,0.23166079006936838,0.2618062556285749,0.11755909760253135,0.16317377836569794,0.5341173682708364,0.014661981153135455,18.029500000000002,亚世光电,2019-03-28,亚世光电,3,电子I
1578,002900.XSHE,2022-10-27,2022-09-30,-140582.53,257147319.28,79524750.0,-0.05,257147319.28,155877534.85,81685477.34,33790730.37,48.83,13.14,35.1426,125570826.5,-1223350.73,0.4725,2873333.15,0.0026,31660.0059,158300025.0,561845904.36,1072682773.29,2146887.53,28899436.25,1.7746234986014326,3.388131943746732,-0.00044403823058036763,0.00678107116208718,0.09128057758826887,-0.0005467003521313162,0.5240362404922906,0.13140611562513038,12.066999999999998,哈三联,2017-09-22,哈三联,5,医药生物I
1579,002305.XSHE,2022-10-27,2022-09-30,-129427813.77,1058106975.02,1755636958.23,-12.23,1058106975.02,19808164679.04,1078945387.92,23831803.57,4.07,2.25,39.3667,43091174.21,136801865.71,2.9676,-90200985.08,-0.0915,173421.5781,265131520.32,-867316127.43,1297748821.04,-236640258.9,-1287762675.04,-0.5001200755593862,0.7483202697484851,-0.07463189713068352,-0.13645375707718807,-0.7425619632508695,-0.12232015932751374,0.0544697303057908,0.022523056867241178,2.2815,南国置业,2009-11-06,南国置业,12,房地产I
1580,603551.XSHG,2022-10-27,2022-09-30,64152187.29,453762667.81,232118888.55,14.14,453762667.81,254404857.39,257728404.93,23281880.99,17.23,5.13,31.5104,78187378.05,-5720516.79,5.1225,77262949.14,0.1549,40449.8008,91364301.58,352125573.61,754241411.41,76266254.73,107917699.84,0.8705248645130536,1.8646356631996073,0.1585970413233778,0.18854543958594724,0.26679414411356017,0.14137828393776516,1.0130640097602581,0.051308498123844366,7.882000000000001,奥普家居,2020-01-15,奥普家居,2,家用电器I
1581,002528.XSHE,2022-10-27,2022-09-30,-117602182.32,467806592.69,1178504174.55,-25.14,467806592.69,514610853.66,409936519.14,50738817.25,10.09,10.85,37.7583,47216910.99,11629424.15,0.4663,-124651637.07,-0.0979,119867.5078,41576362.02,-1495271506.75,2298783345.12,-125088149.27,-195327555.34,-1.2474368861033414,1.9177702008750697,-0.09811014217148843,-0.1043553433001299,-0.16295287932898858,-0.25139060491593174,0.7965951674444129,0.10846109918682344,4.2245,英飞拓,2010-12-24,英飞拓,11,计算机I
1582,600801.XSHG,2022-10-27,2022-09-30,713530207.0,7421469057.0,8055677241.0,9.61,7421469057.0,3525026690.0,5468065759.0,420229110.0,5.25,5.66,351.1805,389675012.0,152871564.0,0.5935,901664664.0,0.3042,209659.9844,1111880257.0,22535385886.0,2060612939.0,892148100.0,1243662618.0,10.748539331666574,0.9828355872948353,0.34032732046697606,0.42552139959045043,0.5931807261929759,0.0961440654835031,1.5512125835847217,0.05662344028823187,15.802000000000007,华新水泥,1994-01-03,华新水泥,28,建筑材料I
1583,600802.XSHG,2022-10-27,2022-09-30,-141442291.3,702714224.05,782183412.1,-20.13,702714224.05,338065554.63,702464152.67,61865650.98,2.62,8.8,25.1578,18416550.71,14509286.98,0.4904,-141352741.81,-0.24,45824.8398,94845174.58,590216601.91,131112739.51,-141883627.99,32662696.33,1.287983994021513,0.2861171802939942,-0.30865856142065556,-0.3096216563096419,0.0712772733577565,-0.20127996055753103,2.077893305157399,0.08803813678830286,5.5235,福建水泥,1994-01-03,福建水泥,28,建筑材料I
1584,301279.XSHE,2022-10-27,2022-09-30,22465987.07,165600602.31,114362217.06,13.57,165600602.31,173570126.85,130417039.31,4871488.45,1.18,2.94,26.46,1959123.85,-2291004.4,5.8351,25317065.51,0.2247,10000.0,25505262.95,286983929.84,883206655.97,25338211.52,43085909.87,2.8698392983999996,8.8320665597,0.22465987070000001,0.2533821152,0.43085909869999994,0.13566367970053791,0.7513795240969486,0.029417093791003858,26.8955,金道科技,2022-04-13,金道科技,0,机械设备I
1585,002876.XSHE,2022-10-27,2022-09-30,50596603.41,569895666.28,268340442.91,8.88,569895666.28,634465513.95,454750050.65,22252262.41,0.93,3.9,76.3529,5272587.51,17675097.4,4.2911,49305763.28,0.2882,17388.4941,77503455.79,965946740.61,1137059528.09,49639214.84,-24799449.33,5.55509140156076,6.539148942690788,0.29097748844162413,0.28547161447407915,-0.14261987948686136,0.088782221735901,0.7167451037943052,0.039046203939840214,43.7165,三利谱,2017-05-25,三利谱,5,电子I
1586,002878.XSHE,2022-10-27,2022-09-30,2013853.73,567571964.9,178099430.05,0.35,567571964.9,185847376.16,467924999.45,19122039.89,7.46,3.37,32.1366,42362100.23,2331289.63,1.0012,920270.61,0.0109,22317.084,69815050.19,483081750.23,243903472.22,1579605.11,-42730728.36,2.1646275572113276,1.0929002741576812,0.009023821078058407,0.00707800853373138,-0.1914709303419748,0.003548190986414946,2.517791798401035,0.03369095211277586,15.187000000000001,元隆雅图,2017-06-06,元隆雅图,5,传媒I
1587,300163.XSHE,2022-10-27,2022-09-30,1240814.39,68754202.45,13090795.87,1.8,68754202.45,152193565.48,56458948.32,7546136.36,3.2,10.98,14.8836,2199068.07,-2098075.23,0.9363,1216767.04,0.0027,47400.0,31775946.09,-35198466.82,130355885.75,-615828.14,10667148.7,-0.0742583688185654,0.2750124171940928,0.0026177518776371303,-0.0012992154852320675,0.022504533122362867,0.018047106151836394,0.3709680375903892,0.10975527445740882,3.2649999999999997,先锋新材,2011-01-13,先锋新材,11,化工I
1588,300032.XSHE,2022-10-27,2022-09-30,16304198.21,1122462826.02,879442734.08,1.45,1122462826.02,376115087.89,1005090206.25,52091899.73,1.16,4.64,44.4153,13052593.86,-12485782.25,0.8193,18572956.28,0.0151,80316.9609,141513537.76,-2765738423.78,2989957973.78,15551540.84,16949968.98,-3.4435297262100466,3.722698095490314,0.02029981964867896,0.01936271077209048,0.021103847543613916,0.014525379221520423,2.6722943019609797,0.04640857454024212,5.6655,金龙机电,2009-12-25,金龙机电,12,电子I
1589,300139.XSHE,2022-10-27,2022-09-30,7803683.37,65709797.93,24970776.89,11.88,65709797.93,50700774.22,30584218.45,12486616.96,4.01,19.0,20.8788,2632829.61,-19455082.6,1.0427,9823398.58,-0.0081,27400.0,75943093.93,73186092.43,579782363.29,9779634.52,-18342918.19,0.26710252711678834,2.115994026605839,0.02848059624087591,0.03569209678832117,-0.06694495689781021,0.11875981384561839,0.6032298109943931,0.1900267137223869,8.011499999999998,晓程科技,2010-11-12,晓程科技,11,有色金属I
1590,300138.XSHE,2022-10-27,2022-09-30,98128820.33,1569105203.06,36712424.79,6.25,1569105203.06,1010429312.62,1348060138.45,46337722.19,1.12,2.95,83.9119,17561190.11,-10042359.5,0.7444,118999896.5,0.1809,53277.3984,111935391.65,1450053398.36,1018954229.41,115799165.28,733140633.76,2.721704591266228,1.9125450191088909,0.18418470735613096,0.21735138868942971,1.3760818954703313,0.06253807592928344,1.3341459136359948,0.029531303637024598,16.017,晨光生物,2010-11-05,晨光生物,11,农林牧渔I
1591,300136.XSHE,2022-10-27,2022-09-30,419331110.33,2484520717.86,1817519995.89,16.88,2484520717.86,2689673908.57,1838779127.72,75861055.82,0.55,3.05,136.911,13773169.46,-39925354.98,0.7149,450951290.64,0.4314,96756.8672,319990557.63,4913276216.39,330659341.59,451857970.85,230878949.69,5.077961243034128,0.34174250485654417,0.4333864070477057,0.4670035150228593,0.23861763652678497,0.16877746573640318,0.683643887781776,0.030533476849145227,14.8655,信维通信,2010-11-05,信维通信,11,电子I
1592,300134.XSHE,2022-10-27,2022-09-30,77585434.94,862382947.48,795202797.22,9.0,862382947.48,647184589.14,661472870.84,50542785.4,1.68,5.86,55.1064,14486365.8,-15131557.82,0.7088,85692782.59,0.0885,76749.7969,103509761.54,-839705810.74,4575550577.01,83997123.19,-3024814.27,-1.0940821274538122,5.961645192327539,0.10108878208640575,0.10944279539845922,-0.003941136513939101,0.08996633707416776,1.0220775987867492,0.05860828480861417,7.661999999999999,大富科技,2010-10-26,大富科技,12,通信I
1593,002576.XSHE,2022-10-27,2022-09-30,16532575.19,495596258.12,166034487.17,3.34,495596258.12,432452399.45,420910036.24,17654418.13,0.72,3.56,19.5974,3553928.83,453762.66,2.2868,19276521.69,0.0984,16510.0,25645170.29,361493096.24,547058505.94,19365956.28,1956090.54,2.1895402558449426,3.313497916050879,0.10013673646274984,0.11729834209569959,0.01184791362810418,0.03335895886848469,0.9733095174759586,0.03562258156865521,13.1885,通达动力,2011-04-28,通达动力,11,电气设备I
1594,002571.XSHE,2022-10-27,2022-09-30,-2630824.12,289305260.73,408230261.3,-0.91,289305260.73,548127355.9,247315383.92,26481324.0,1.93,9.15,24.105,5571443.51,5496844.7,1.0324,-1176412.82,-0.0062,39195.0703,44651604.92,92169753.99,910246774.53,-1330556.35,-9041930.37,0.23515649617293835,2.3223501515954674,-0.006712130122139365,-0.0033947033129827046,-0.023069050012649167,-0.009093592399120836,0.45120058551706377,0.09153419448087476,6.6625,德力股份,2011-04-12,德力股份,11,轻工制造I
1595,002373.XSHE,2022-10-27,2022-09-30,-93026837.09,1727690523.09,2514374423.68,-5.38,1727690523.09,2403709955.89,1187668212.27,81719575.56,15.48,4.73,131.3136,267489612.06,-56222712.52,0.2792,-126311851.82,-0.0596,158018.8281,85734878.92,4559299065.72,6266787125.16,-127127729.87,218135237.18,2.8852884941247074,3.9658483742166157,-0.05887072965199392,-0.08045100156643928,0.13804382667738566,-0.05384461849314317,0.49409797107998116,0.04729989223639622,8.7575,千方科技,2010-03-18,千方科技,12,计算机I
1596,600721.XSHG,2022-10-27,2022-09-30,682144.81,92595170.97,81881079.4,0.74,92595170.97,191256093.84,54195623.45,19792595.08,4.05,21.38,24.0836,3753612.14,-58049.28,8.2979,1353336.28,0.0019,37513.4336,5030274.41,-1912198657.39,2227446580.95,1736849.08,11098789.78,-5.097370392109349,5.937730479968648,0.0018184014219375538,0.004629938966717246,0.029586174111238914,0.007366958804158468,0.2833667799120622,0.21375407456629267,6.5485,百花医药,1996-06-26,百花医药,26,医药生物I
1597,600727.XSHG,2022-10-27,2022-09-30,-49409448.5,1234538981.45,1387625431.25,-4.0,1234538981.45,1007736899.09,1097131506.22,38940146.72,0.54,3.15,35.2565,6727342.76,3379386.02,0.4808,-43392026.23,-0.1433,52858.3125,258551520.38,636371028.47,1558173399.28,-44360936.04,2534502.59,1.2039185482321253,2.947830389553204,-0.0934752665439329,-0.08392423810351493,0.004794898796665141,-0.040022590815210424,1.0887082801182775,0.03154225772139145,6.8279999999999985,鲁北化工,1996-07-02,鲁北化工,26,化工I
1598,601636.XSHG,2022-10-27,2022-09-30,174267828.14,3346551270.75,1709767387.61,5.21,3346551270.75,2188817908.25,2836149219.57,138198063.8,0.96,4.13,258.9576,32265842.06,8073597.0,0.6719,194081581.35,0.0631,268349.8438,796931859.27,6440635263.99,2683863953.95,187069842.63,-376177707.09,2.400089067609139,1.0001362087433419,0.06494053645504674,0.06971117999584989,-0.140181824503078,0.05207385575208731,1.295744707168242,0.04129566608104834,9.4755,旗滨集团,2011-08-12,旗滨集团,11,建筑材料I
1599,600262.XSHG,2022-10-27,2022-09-30,32785695.71,412334478.4,627256931.19,7.95,412334478.4,931051866.13,328809363.13,21723051.63,4.9,5.27,26.01,20208841.04,-11171073.72,0.2712,40664669.12,0.1584,17000.0,468115050.04,287643968.76,403931070.93,39726292.19,256461576.82,1.6920233456470588,2.3760651231176473,0.1928570335882353,0.23368407170588235,1.5085975107058822,0.07951237994266162,0.35315901840863645,0.052683083195693294,15.915500000000003,北方股份,2000-06-30,北方股份,22,机械设备I
1600,300869.XSHE,2022-10-27,2022-09-30,58830005.54,130053431.63,57186582.84,45.24,130053431.63,470620021.65,67082290.77,6347145.03,9.34,4.88,85.7434,12152220.48,-41461349.63,2.1252,66129004.38,0.1464,40179.6797,138086068.43,989682560.2,346001658.62,65928716.24,30261849.73,2.463141985176154,0.8611359304091216,0.14641730839880238,0.16408472325377946,0.07531630405207038,0.45235258157101504,0.1425402398623174,0.04880413342769401,22.541000000000004,康泰医学,2020-08-24,康泰医学,2,医药生物I
1601,000825.XSHE,2022-10-27,2022-09-30,-1004192221.88,23359021148.41,8731462151.64,-4.3,23359021148.41,10007922670.16,23316809843.0,159691347.53,0.21,0.68,256.2552,49988617.07,45813147.34,0.3524,-996765787.05,-0.1743,573277.75,3072977050.63,20476494939.79,6621992809.71,-1004340834.56,3560491978.5,3.5718279559585215,1.155110731178735,-0.17516678815460743,-0.175192711484093,0.6210762546601538,-0.04298948211485109,2.329835132771587,0.006836388670373282,4.522499999999999,太钢不锈,1998-10-21,太钢不锈,24,钢铁I
