,股票代码,财报发布日,财报统计截止日,净利润(元),营业总收入(元),应付账款(元),销售净利率(%),营业收入(元),存货(元),营业成本(元),管理费用(元),营业费用/营业总收入(%),管理费用/营业总收入(%),总市值(亿元),销售费用(元),财务费用(元),换手率(%),利润总额(元),每股收益(元),总股本(万股),盈余公积金(元),未分配利润(元),资本公积金(元),营业利润(元),经营活动产生的现金流量净额(元),每股未分配利润(元),每股公积金(元),每股净利润(元),每股营业利润(元),每股经营现金流(元),净利润与营业总收入之比,存货周转率,管理费用与营业总收入之比,股价,中文名称,上市日期,机构名称,上市年限,行业名称
10,000404.XSHE,2022-10-15,2022-09-30,100342632.09,2727454590.96,2494476154.91,3.68,2727454590.96,1108593313.96,2423848772.16,68026829.22,0.64,2.49,32.7814,17585263.21,-43589391.95,4.3727,112449552.6,0.0936,69599.6016,72697316.91,1118115205.84,1583133087.97,112568057.82,30303219.57,1.6064965605205417,2.274629525997172,0.14417127366142857,0.16173664106146263,0.043539357802875704,0.036789845162804986,2.1864183570634963,0.02494150753067392,5.176000000000001,长虹华意,1996-06-19,长虹华意,26,家用电器I
11,600233.XSHG,2022-10-15,2022-09-30,998444932.61,13758348302.07,3608819348.65,7.26,13758348302.07,80021587.21,12288489399.12,275691643.51,0.43,2.0,713.0005,59515990.3,-8509818.58,0.4095,1250600795.2,0.2904,343614.6875,291319034.34,10673559583.12,13035030536.28,1273825483.01,1625990354.28,3.106258251292009,3.7935021436707363,0.29057108701443385,0.37071333949018115,0.4732016451654151,0.07257011602619334,153.56467957666746,0.020038135207590367,21.0845,圆通速递,2000-06-08,圆通速递,22,交通运输I
12,300568.XSHE,2022-10-15,2022-09-30,231031610.19,758331668.28,407797817.97,30.47,758331668.28,252956278.9,446853920.46,35819051.51,0.88,4.72,256.4199,6691422.44,-11389172.55,2.1033,244282072.74,0.1717,128081.8828,90862282.74,1370209486.96,5654371577.08,244949218.19,105651110.55,1.0697918058400058,4.414653699234971,0.18037805592751638,0.1912442359802662,0.0824871623061431,0.30465773731171125,1.7665263040837687,0.04723401778965991,20.7885,星源材质,2016-12-01,星源材质,5,电气设备I
13,603659.XSHG,2022-10-15,2022-09-30,934760188.03,4518936693.42,3839199440.65,20.69,4518936693.42,8971680740.16,2948611660.01,193611752.39,1.61,4.28,776.1243,72949233.1,-24872009.26,0.6196,1023092858.34,0.6309,139090.375,148483283.41,5676949464.62,5475034314.76,1023143613.89,-164388777.11,4.0814826077073985,3.9363142954787493,0.6720523889809054,0.7355962724883012,-0.11818846351517855,0.20685401266875444,0.328657666875183,0.04284453744880229,41.09149999999999,璞泰来,2017-11-03,璞泰来,4,电气设备I
14,600096.XSHG,2022-10-15,2022-09-30,1908619360.13,19836372010.51,5370564456.79,9.62,19836372010.51,9197076527.25,16700858042.84,223584414.03,1.08,1.13,435.6575,214393645.04,188784617.07,2.6794,2253353502.68,0.9067,183589.3281,270704244.89,5914561900.14,7289280882.18,2251221979.62,2154572289.96,3.2216262030864744,3.970427343254708,1.0396134567747786,1.226227037768651,1.1735825345939592,0.09621816726963718,1.8158876892409301,0.0112714368288484,24.147999999999993,云天化,1997-07-09,云天化,25,化工I
15,000534.XSHE,2022-10-15,2022-09-30,22981837.36,206696246.69,200847281.83,11.12,206696246.69,128683745.13,50372726.99,33927046.17,33.97,16.41,64.2299,70208465.25,5213209.59,0.5206,32309583.2,0.042,50062.3086,,644130289.05,94071350.43,32265304.36,44009571.34,1.2866571819462598,0.18790853450573794,0.045906467365749895,0.06445029257000745,0.08790959220765941,0.11118652480646067,0.3914459199109572,0.16413963346360755,14.388000000000002,万泽股份,1994-01-10,万泽股份,28,医药生物I
16,300692.XSHE,2022-10-17,2022-09-30,65571636.26,340274460.72,487201688.6,19.27,340274460.72,11159602.95,207933279.19,10758456.79,0.32,3.16,26.781,1086920.21,32205761.39,0.7487,68138439.21,0.1417,42375.043,35866705.5,744197261.54,920194230.16,68517894.13,29786281.08,1.7562159442292482,2.171547602110988,0.15474116748388902,0.1616939813606797,0.0702920374145697,0.1927021972829063,18.632677176924112,0.031616997547320363,6.5605,中环环保,2017-08-21,中环环保,5,环保I
17,003022.XSHE,2022-10-17,2022-09-30,323217366.14,2478928482.97,330995765.33,13.04,2478928482.97,612011196.38,1917960085.07,90412608.3,0.53,3.65,533.9601,13120661.37,24449557.39,3.28,365662882.84,0.2404,133556.7969,218263701.21,2523994235.75,2721451148.82,369694827.65,545672777.43,1.889828368405562,2.0376732685927426,0.24200742578605522,0.27680719830890166,0.40856982953744375,0.13038591809343117,3.1338643744013,0.03647245530523608,42.943999999999996,联泓新科,2020-12-08,联泓新科,1,电气设备I
18,300437.XSHE,2022-10-17,2022-09-30,5358238.03,431547506.16,212760473.03,1.24,431547506.16,155954361.98,383956596.35,21196163.64,1.51,4.91,42.59,6504685.35,232141.15,1.8443,10225998.35,0.0212,25906.3105,58095545.39,304414496.78,1137951248.27,11057842.34,-67694299.57,1.1750592458158022,4.392563920941193,0.02068313830331031,0.04268397207699645,-0.2613042855716563,0.012416334131272645,2.4619804888768657,0.04911664031755831,17.5285,清水源,2015-04-23,清水源,7,环保I
19,688569.XSHG,2022-10-17,2022-09-30,95014147.77,409949043.24,386154818.94,23.18,409949043.24,437813683.24,258708726.72,19875701.72,3.3,4.85,34.6125,13524762.96,-4563655.52,0.4081,104497998.35,0.3753,21066.6699,104847181.47,988731466.64,1155990029.23,104189081.11,-182762.32,4.69334484915435,5.487293600352089,0.4510164550022213,0.4945683470836556,-0.0008675425250765429,0.23177062939106566,0.5909105553884241,0.048483347010433185,17.3045,铁科轨道,2020-08-31,铁科轨道,2,机械设备I
20,688779.XSHG,2022-10-17,2022-09-30,355835880.45,5062303959.33,2823635776.86,7.03,5062303959.33,2549558228.05,4377437441.48,18759424.81,0.16,0.37,287.4517,8037833.49,-661647.99,1.0457,435507425.83,0.1844,192920.625,34125079.25,1912062953.43,3551157781.04,433846818.63,76227705.13,0.9911138082981019,1.8407351629925521,0.184446779834971,0.22488358547977955,0.039512470545852725,0.07029129094355985,1.7169395832265544,0.003705708894746578,15.3035,长远锂科,2021-08-11,长远锂科,1,电气设备I
21,300191.XSHE,2022-10-17,2022-09-30,16074966.53,134266345.61,139957188.66,11.97,134266345.61,3496412.22,66269093.3,22069840.58,,16.44,59.68,,-2506608.02,1.0782,20945586.36,0.0503,32000.0,85111063.85,312002273.06,549508133.84,20945586.36,-5745119.34,0.9750071033125,1.71721291825,0.050234270406249996,0.065454957375,-0.0179534979375,0.11972446600053106,18.953455465271194,0.16437358505388755,19.6795,潜能恒信,2011-03-16,潜能恒信,11,石油石化I
22,300881.XSHE,2022-10-17,2022-09-30,18464276.16,312898642.33,93311362.72,5.9,312898642.33,281184945.24,272584798.2,6586438.45,0.3,2.1,28.17,935053.69,837892.19,7.0437,21786490.87,0.1846,10000.0,23540427.1,243238597.45,441826419.4,21888787.28,-51770289.54,2.4323859745,4.418264194,0.18464276159999998,0.21888787280000002,-0.5177028954,0.0590104067646499,0.9694146248382554,0.021049750810531107,30.523500000000006,盛德鑫泰,2020-09-01,盛德鑫泰,2,钢铁I
23,301195.XSHE,2022-10-17,2022-09-30,58117271.06,217728372.87,64982640.59,26.69,217728372.87,244000236.35,109876753.85,15220774.88,7.84,6.99,60.5088,17062178.44,-1869218.17,2.1608,64020596.53,0.6628,8768.1162,19861421.93,406916376.02,1557951507.23,63197029.79,-2962882.17,4.640864317240686,17.768372039024754,0.6628250553978744,0.7207594921016215,-0.033791547721504875,0.26692557471460243,0.45031412876334287,0.06990717231459738,73.225,北路智控,2022-08-01,北路智控,0,计算机I
24,688187.XSHG,2022-10-17,2022-09-30,694161083.0,4348687608.0,5758951883.0,15.96,4348687608.0,6603017021.0,2964036873.0,172431642.0,5.86,3.97,767.6004,254928023.0,-33787900.0,2.0383,838958741.0,0.4884,141623.6875,2545778284.0,19242138527.0,10519465513.0,833790691.0,813393614.0,13.586808016843934,7.427758518856529,0.49014475985876305,0.5887367471631467,0.5743344410517485,0.15962541933869812,0.4488912967471207,0.039651420737325124,56.313,时代电气,2021-09-07,时代电气,1,机械设备I
25,600519.XSHG,2022-10-17,2022-09-30,15208629700.75,30342361807.12,1500490729.31,51.48,29543366111.76,35182574913.05,2535825486.46,1935926522.21,2.96,6.38,23522.3047,898599339.59,-337679427.61,0.1695,20276500697.51,11.6271,125619.7812,30974117389.66,172057305617.22,1374964415.72,20326760679.19,9416500950.05,136.96672926319346,1.0945445077084723,12.106874853201862,16.181178222900773,7.49603355466599,0.5012342083792968,0.07207617670756115,0.0638027630978853,1810.0009999999997,贵州茅台,2001-08-27,贵州茅台,21,食品饮料I
26,000519.XSHE,2022-10-18,2022-09-30,179444239.39,1636080989.74,2193591289.46,10.97,1636080989.74,1513681548.35,1185302602.97,122290442.73,0.9,7.47,311.2369,14726408.98,-31745618.13,4.2321,226402842.08,0.1289,139255.8906,82215350.18,4496193836.23,3783191882.82,224179225.32,-318484981.99,3.2287279316211555,2.7167194626523035,0.12885935281936287,0.16098365703174067,-0.2287048545076053,0.10967931325851822,0.7830594250567751,0.07474595909181364,24.062500000000004,中兵红箭,1993-10-08,中兵红箭,29,国防军工I
27,002124.XSHE,2022-10-18,2022-09-30,417438581.68,2907584844.05,2079843546.27,14.36,2907584844.05,2528521854.84,2219920041.36,250937470.05,0.32,8.63,124.8812,9220821.11,111747532.12,2.5952,417132904.93,0.2266,183919.2656,304387974.27,-1073753373.96,3361667787.32,414794414.66,-66569843.23,-0.5838177802945729,1.827795351592574,0.22696838219649784,0.22553070408736994,-0.03619514411001432,0.14356883945596105,0.8779516922547906,0.0863044359869709,7.1805,天邦食品,2007-04-03,天邦食品,15,农林牧渔I
28,603392.XSHG,2022-10-18,2022-09-30,1260075320.99,2720793122.14,235000164.5,46.31,2720793122.14,717719815.39,261484958.15,49424497.2,32.36,1.82,1036.5449,880498761.7,-31588999.71,0.9352,1450337550.55,1.3805,90607.0703,262346352.56,6852065516.91,3728358891.4,1451695812.62,1392285449.9,7.56239606271653,4.114865295892919,1.3907030840064585,1.6021882263861256,1.5366189915313928,0.4631279426342074,0.36432734967462527,0.018165474176561388,115.766,万泰生物,2020-04-29,万泰生物,2,医药生物I
29,002167.XSHE,2022-10-18,2022-09-30,5651184.71,298588547.83,191768362.78,1.89,298588547.83,501012299.45,243660442.28,27649392.62,0.59,9.26,46.8181,1758177.47,411855.3,1.5617,8041248.89,0.0107,77513.3984,37994765.31,-218999336.9,1106731513.17,8116511.35,-25997937.05,-0.2825309448695259,1.427793821474353,0.007290590822553846,0.010471107598863836,-0.0335399267567141,0.01892632772110696,0.4863362487257996,0.092600311769968,6.457499999999999,东方锆业,2007-09-13,东方锆业,15,有色金属I
30,688268.XSHG,2022-10-18,2022-09-30,67938645.04,519151845.54,79618379.01,13.09,519151845.54,232380055.55,378529771.05,26077245.89,3.66,5.02,135.1807,18975374.17,-8039020.02,2.2002,79388821.64,0.5644,12027.8242,61488976.02,555238267.14,790235075.53,80313446.68,161153870.1,4.616281863680714,6.570058411146381,0.564845677075992,0.6677304668287387,1.3398422476111682,0.13086468944232119,1.6289253832653194,0.05023047902849222,110.9865,华特气体,2019-12-26,华特气体,2,电子I
31,000983.XSHE,2022-10-18,2022-09-30,2815016043.53,13466019469.86,10200699262.27,20.9,13466019469.86,2866564257.8,8088649141.87,818889995.36,0.42,6.08,613.6647,56243286.31,179934075.18,1.6634,3633645485.21,0.6353,409656.0,367288738.62,21915709591.05,344767205.84,3644765572.94,2611015047.3,5.349783621147988,0.08416017483937742,0.687165827799422,0.8897137044105299,0.6373677054162518,0.20904589138836782,2.8217225969592565,0.06081158557603909,14.269500000000003,山西焦煤,2000-07-26,山西焦煤,22,煤炭I
32,688711.XSHG,2022-10-18,2022-09-30,28909102.85,281971926.57,202803327.2,10.25,281971926.57,200701520.97,220397027.39,9407481.95,2.29,3.34,76.3776,6449175.41,1367686.21,0.8919,30646861.4,0.2104,13789.0664,18051744.6,181147018.32,603521273.71,31274105.72,-102573895.57,1.3137003845307467,4.376810265486865,0.20965235797254558,0.22680364872273007,-0.7438784656951104,0.10252475557286825,1.0981333191936498,0.03336318641517164,58.963,宏微科技,2021-09-01,宏微科技,1,电子I
33,002597.XSHE,2022-10-18,2022-09-30,478462492.77,1928046239.09,584939371.01,24.82,1928046239.09,659226430.08,1276468364.12,33989413.86,0.46,1.76,212.4754,8950672.32,-34902096.17,0.7064,580347933.16,0.8538,56091.7188,358648008.88,5353873219.82,484448085.86,580537413.9,561143991.83,9.544854988148446,0.8636713158805894,0.8530002342698757,1.0349788281046577,1.0004043445892765,0.24815924175958815,1.936312480622318,0.01762894124159716,39.169,金禾实业,2011-07-07,金禾实业,11,化工I
34,600330.XSHG,2022-10-18,2022-09-30,400241835.34,1282156533.41,1016641728.65,31.22,1282156533.41,1123761021.53,952136057.69,78386442.7,3.92,6.11,105.4367,50211647.52,-2329276.49,1.2548,404906266.22,0.4,99656.5703,138396610.09,1888756430.64,2488577452.11,403988658.23,158094979.29,1.8952653346931405,2.497153418604052,0.40162112155288565,0.4053808564892986,0.15863979546364138,0.3121630042125388,0.8472762797855966,0.06113640624793671,11.321499999999997,天通股份,2001-01-18,天通股份,21,机械设备I
35,603071.XSHG,2022-10-18,2022-09-30,298922446.63,14327780374.21,1730682732.65,2.09,14327780374.21,3376271918.27,13823109066.78,48315464.18,0.23,0.34,93.4016,33104727.33,17860998.51,1.8594,379865459.61,0.505,55795.4453,161767104.6,2016600646.65,1419221515.12,379630330.43,616074028.23,3.6142746702838844,2.543615356933086,0.535747039964927,0.6803966316404684,1.1041654474079448,0.020863137124020992,4.094193063058427,0.0033721527632408314,17.225499999999997,物产环能,2021-12-16,物产环能,0,煤炭I
36,603132.XSHG,2022-10-18,2022-09-30,66253197.23,242860971.45,24710821.75,27.28,242860971.45,40394759.93,106296529.66,30462684.53,0.07,12.54,119.9028,171566.57,12131173.94,1.3502,73871841.13,0.0677,97800.0,54474149.05,425978720.18,1699802554.92,73865505.72,83134360.55,0.43556106357873214,1.738039422208589,0.06774355544989774,0.07552710196319018,0.0850044586400818,0.27280298202891834,2.6314435299083603,0.12543260593961525,12.185,金徽股份,2022-02-22,金徽股份,0,有色金属I
37,300007.XSHE,2022-10-18,2022-09-30,93202221.85,581858764.14,764168124.4,16.02,581858764.14,530155125.06,380647778.01,44987088.08,7.43,7.73,52.6805,43248692.27,3418935.28,1.7955,97074676.04,0.2646,32438.7148,78443673.32,1022626913.06,1229066015.19,96943703.67,112925248.08,3.1524889915182457,3.788886282233352,0.28731786208126836,0.2988518634838147,0.3481187487736105,0.16018014610084103,0.7179932061713454,0.07731616476808062,16.987000000000002,汉威科技,2009-10-30,汉威科技,12,机械设备I
38,002056.XSHE,2022-10-18,2022-09-30,409866710.41,4755700808.98,3199341351.6,8.62,4755700808.98,2598117797.57,3912547779.77,115226828.54,1.29,2.42,321.9263,61469411.27,-39602678.25,1.2969,447989426.37,0.2525,162671.2031,597367351.82,5238042269.94,,500590328.53,427404420.58,3.220018153256038,,0.251960213362435,0.3077313740787105,0.2627412919035575,0.0861842926779719,1.5059162380664095,0.0242292005254876,20.6435,横店东磁,2006-08-02,横店东磁,16,有色金属I
39,601882.XSHG,2022-10-18,2022-09-30,134067323.15,851093171.22,641566660.54,15.75,851093171.22,1563235945.87,630211750.98,11525427.92,4.36,1.35,92.0808,37122272.57,-15977128.89,0.6589,154377484.44,0.2568,52200.0,109840501.81,924118412.44,290414240.69,152186842.24,188242135.08,1.770341786283525,0.5563491200957855,0.256833952394636,0.29154567478927207,0.3606171170114943,0.1575236738861635,0.40314563687266247,0.013541910932593746,18.6795,海天精工,2016-11-07,海天精工,5,机械设备I
40,600388.XSHG,2022-10-18,2022-09-30,253544837.47,2588937043.88,4295664221.64,9.79,2588937043.88,8388430876.19,1938492115.95,122474678.64,2.56,4.73,119.9526,66239141.26,25077319.66,0.4174,296225398.63,0.2379,106909.6328,542869281.55,4870075787.61,428791101.87,295300049.71,225628684.31,4.555319909030685,0.4010780793459053,0.23715808466419125,0.27621463284083037,0.2110461689940441,0.09793395249581513,0.23109114738637,0.0473069358443916,11.551000000000002,ST龙净,2000-12-29,ST龙净,21,环保I
41,000933.XSHE,2022-10-18,2022-09-30,1603012394.83,10487697270.41,3208504571.84,15.28,10487697270.41,2846364315.2,7733405588.94,150437780.6,0.63,1.43,377.9407,66429703.0,145653819.04,2.8397,2079908894.13,0.5858,225098.6562,810136001.74,8388876622.32,2804957558.54,2079187872.85,3231087052.22,3.7267555319683865,1.2461014232123169,0.7121377008158256,0.923678491888749,1.435409303087612,0.15284693612893852,2.716941590239341,0.014344214627976087,16.895500000000002,神火股份,1999-08-31,神火股份,23,有色金属I
42,000567.XSHE,2022-10-18,2022-09-30,220083612.09,306649009.07,20000000.0,71.77,306649009.07,,,31547717.4,,10.29,126.3396,,30000715.91,0.4175,240860925.91,0.2367,92965.1406,67672962.95,936578827.84,3064166887.58,240895702.48,-18384585.45,1.007451633800896,3.2960385665032814,0.23673778221554156,0.2591247653962027,-0.019775784053404636,0.7177052773053659,,0.10287891519909811,14.596499999999997,海德股份,1994-05-25,海德股份,28,非银金融I
43,603519.XSHG,2022-10-18,2022-09-30,184725317.88,339839969.34,56095742.13,54.36,339839969.34,112248440.95,299608148.84,2749528.48,0.31,0.81,34.09,1069798.25,-9598145.51,1.2943,215499204.16,0.6936,26632.7832,90859239.11,819267918.43,45130417.83,215499689.08,17071874.91,3.07616335956206,0.16945438068222624,0.6936012526096033,0.8091519668135924,0.06410097954013308,0.543565603065329,2.6691519837986664,0.008090656567971782,12.9395,立霸股份,2015-03-19,立霸股份,7,家用电器I
44,002722.XSHE,2022-10-18,2022-09-30,23340804.99,764634096.34,44291016.23,3.05,764634096.34,507351447.35,672013355.43,21736406.41,3.3,2.84,21.2687,25260093.55,4769357.78,0.2838,25903414.06,0.1322,17548.4219,97968018.97,627983720.63,1109997209.49,25932896.83,218629253.85,3.578576604828495,6.325339200387015,0.13300799993872953,0.14777908223189,1.245862762451591,0.030525456688006943,1.3245519628258924,0.0284272000346879,12.580499999999999,物产金轮,2014-01-28,物产金轮,8,纺织服装I
45,300092.XSHE,2022-10-18,2022-09-30,34696423.52,288432698.97,161469130.87,12.03,288432698.97,494715599.06,216648584.5,13660357.05,1.43,4.74,19.9175,4112660.27,19187.64,1.2938,40822747.92,0.1498,23159.9004,35581721.48,311216654.97,239688301.46,40388386.77,26167394.08,1.3437737192082229,1.0349280321602765,0.14981249021260906,0.17438929387623794,0.11298577985249021,0.12029296138718581,0.4379255170276619,0.04736063941009968,9.458000000000002,科新机电,2010-07-08,科新机电,12,机械设备I
46,002426.XSHE,2022-10-18,2022-09-30,94844723.66,1323965171.32,1712895493.83,7.16,1323965171.32,924788167.49,1168124435.6,53363777.31,0.61,4.03,85.6938,8097716.47,-53347162.17,2.9744,100887895.97,0.0276,344151.7812,84091441.57,-2683141860.95,3760156450.8,96359512.72,-94901460.33,-0.7796391033032956,1.092586659783936,0.027558980903510718,0.027999132354919215,-0.02757546684753291,0.07163687211306272,1.2631264938979998,0.04030602803304565,2.662,胜利精密,2010-06-08,胜利精密,12,电子I
47,300193.XSHE,2022-10-18,2022-09-30,53367853.29,266049864.45,169574096.91,20.06,266049864.45,252899569.0,197625783.33,16093295.79,5.65,6.05,34.304,15025862.55,-36415247.93,0.5217,57768426.93,0.1089,48727.2617,155379633.0,423889654.15,1104550209.15,57775484.85,90875925.37,0.8699229945646626,2.2668013153507456,0.10952360429890523,0.11856911887580993,0.18649914277863064,0.20059342409486428,0.7814397790847956,0.06048977255925078,7.474000000000001,佳士科技,2011-03-22,佳士科技,11,机械设备I
48,000902.XSHE,2022-10-18,2022-09-30,289460919.19,2663859101.53,1725336905.3,10.87,2663859101.53,3675879566.62,2170925512.78,64929572.62,2.15,2.44,169.3279,57314156.02,2998773.65,0.6129,350264227.06,0.215,130452.9297,431661312.07,6780393784.7,132277417.26,348932369.51,-1001567694.37,5.19757877442288,0.10139857921489057,0.2218891671161909,0.2674776030806152,-0.7677617487574141,0.10866224832377461,0.590586680938566,0.024374251844892017,13.510500000000002,新洋丰,1999-04-08,新洋丰,23,化工I
49,603367.XSHG,2022-10-18,2022-09-30,103160013.88,1048370284.1,376150483.1,9.84,1048370284.1,602917456.81,425847208.54,61494319.49,33.08,5.87,51.9043,346791167.52,-7707160.09,0.3022,108188817.69,0.2389,45331.3008,226676500.0,2704209488.65,1892929401.93,107018381.59,139501798.0,5.965435451722136,4.175766784812847,0.2275690572726737,0.2360805441303374,0.30773835195128574,0.09840036048766902,0.7063109613596728,0.05865706079488065,11.663,辰欣药业,2017-09-29,辰欣药业,5,医药生物I
50,000878.XSHE,2022-10-18,2022-09-30,986973926.26,33646301550.35,3390745050.15,2.93,33646301550.35,10350575355.77,31728808209.48,352550805.69,0.15,1.05,167.0784,50100739.77,194719301.22,0.6867,1250147095.47,0.4615,169967.8594,519817897.26,2245552991.97,5851579216.64,1249081748.43,1890679855.44,1.3211633069316633,3.4427563171628672,0.5806826830343668,0.7348929102474772,1.1123749290685014,0.02933380136247793,3.065414928049633,0.010478144385718752,10.563499999999998,云南铜业,1998-06-02,云南铜业,24,有色金属I
51,002832.XSHE,2022-10-18,2022-09-30,278666725.4,911552297.05,195905274.31,30.57,911552297.05,689170067.05,239098412.16,37785184.01,28.13,4.15,125.6126,256438395.34,-4343977.58,0.4777,323080303.44,0.4883,57070.707,258110335.93,2212130899.84,893544757.34,323755555.72,273682048.04,3.876123174433427,1.5656801962169489,0.48828328935893495,0.5672884965661982,0.47954907592085727,0.30570569160083494,0.346936733894238,0.04145147144303387,21.775,比音勒芬,2016-12-23,比音勒芬,5,纺织服装I
