,股票代码,财报发布日,财报统计截止日,净利润(元),营业总收入(元),应付账款(元),销售净利率(%),营业收入(元),存货(元),营业成本(元),管理费用(元),营业费用/营业总收入(%),管理费用/营业总收入(%),总市值(亿元),销售费用(元),财务费用(元),换手率(%),利润总额(元),每股收益(元),总股本(万股),盈余公积金(元),未分配利润(元),资本公积金(元),营业利润(元),经营活动产生的现金流量净额(元),每股未分配利润(元),每股公积金(元),每股净利润(元),每股营业利润(元),每股经营现金流(元),净利润与营业总收入之比,存货周转率,管理费用与营业总收入之比,股价,中文名称,上市日期,机构名称,上市年限,行业名称
498,600059.XSHG,2020-10-24,2020-09-30,17845272.39,280583033.01,176652768.81,6.36,280583033.01,1919364430.8,168660798.44,21495978.79,20.33,7.66,71.5544,57033295.99,-3102332.03,0.2344,24443019.51,0.0232,80852.4141,265999160.07,1239851552.86,1880898548.84,24740790.47,73314225.91,1.5334749947311714,2.326335669475081,0.022071415663518206,0.030599940330043898,0.09067660715649553,0.06360068247378306,0.08787325415304346,0.07661182702103687,8.942499999999999,古越龙山,1997-05-16,古越龙山,23,食品饮料I
499,600784.XSHG,2020-10-24,2020-09-30,90878270.25,736481517.83,283146759.33,12.34,736481517.83,291410239.11,599362705.71,39267281.73,7.54,5.33,29.5452,55559461.98,20395967.85,0.662,95466163.97,0.1745,56817.7852,101792302.27,389145719.98,571955955.6,92709941.15,49593141.72,0.6849012481042644,1.006649508752763,0.15994687214594208,0.16317063543335725,0.08728453871517682,0.12339518107361001,2.056766116182197,0.0533174027852033,5.301500000000001,鲁银投资,1996-12-25,鲁银投资,23,综合I
500,000929.XSHE,2020-10-24,2020-09-30,-11771940.0,85002865.09,44221986.42,-13.85,85002865.09,183265708.18,62343815.98,8274768.66,21.65,9.73,15.2885,18403249.99,-7837290.31,2.3554,-3848354.5,-0.0551,18576.5996,24124911.4,258490145.9,192662417.13,-4813887.62,-35705621.36,1.3914825719772739,1.0371242384424326,-0.06336972456466144,-0.025913717922843103,-0.1922075198304861,-0.13848874373276726,0.34018265937000675,0.09734693826189006,8.399999999999999,兰州黄河,1999-06-23,兰州黄河,21,食品饮料I
501,300295.XSHE,2020-10-24,2020-09-30,22983745.36,116420208.61,934665.07,19.74,116420208.61,,12651265.6,18880126.36,34.76,16.22,26.9291,40472326.01,4720714.14,2.8238,28944624.67,0.1134,19262.5801,86039354.64,733350098.48,281991125.33,29021791.36,190797721.24,3.807122901879588,1.46393226590658,0.11931810401660575,0.15066409177449702,0.990509683798797,0.19742058216880565,,0.1621722429930286,15.454500000000001,三六五网,2012-03-15,三六五网,8,传媒I
502,002335.XSHE,2020-10-24,2020-09-30,148210847.96,1189467112.28,1098577442.02,12.46,1189467112.28,427064283.14,809137743.2,43907215.26,9.05,3.69,81.6513,107625517.47,26219031.81,1.2362,160348994.46,0.3222,46156.7383,164153685.16,719382260.08,1764584375.91,158294580.36,82929671.27,1.5585638989573058,3.823026584852942,0.32110338255855486,0.3429501004406978,0.17966969574624383,0.12460272875969289,1.8946509346339997,0.036913349521566476,19.180500000000002,科华数据,2010-01-13,科华数据,10,电气设备I
503,600560.XSHG,2020-10-24,2020-09-30,14329365.71,301818456.23,242437156.51,4.75,301818456.23,517753116.84,226892302.72,6334360.46,1.47,2.1,20.7319,4425582.6,-60799.6,0.4208,18062562.11,0.0592,22364.5508,60058122.93,307056075.06,206900507.76,17383562.47,-69206093.83,1.3729588302752764,0.9251270441792194,0.06407177965765358,0.07772819863656728,-0.3094454900922937,0.04747677093371766,0.43822489008813825,0.020987319791911322,9.404500000000002,金自天正,2002-09-19,金自天正,18,机械设备I
504,002222.XSHE,2020-10-24,2020-09-30,45506850.26,148902296.78,33133266.67,30.56,148902296.78,176399306.34,64584271.25,16140949.34,1.8,10.84,58.4393,2682806.45,2133863.54,0.9734,52431854.76,0.1003,42750.0,91604305.55,463223045.07,66363040.14,52679762.79,56571759.96,1.0835626785263157,0.15523518161403507,0.10644877253801169,0.12322751529824562,0.13233160224561405,0.30561550254147796,0.366125426397751,0.10839959952966953,14.106499999999997,福晶科技,2008-03-19,福晶科技,12,电子I
505,603636.XSHG,2020-10-24,2020-09-30,-3447119.01,204954005.13,442983928.0,-1.68,204954005.13,533563994.23,131472400.09,38908145.18,12.49,18.98,70.8952,25603999.02,-10270679.78,0.5933,920625.38,-0.0123,59079.3594,68541271.4,497816903.92,1325656013.33,-612525.68,14368161.4,0.8426240720545118,2.243856444607962,-0.005834726451011586,-0.001036784566083159,0.024320103579186743,-0.016818988278924002,0.24640418302537678,0.18983842328585385,12.101500000000001,南威软件,2014-12-30,南威软件,5,计算机I
506,002033.XSHE,2020-10-24,2020-09-30,79318572.95,179198895.1,16621840.49,44.26,179198895.1,15264370.08,51983009.56,29043856.67,7.65,16.21,35.3323,13712145.53,-1974995.36,0.5801,89828947.33,0.1321,54949.0703,216347422.25,1213344564.7,558444934.64,89835300.27,142951749.01,2.2081257391173734,1.0162955107176763,0.14434925380348065,0.16348829885480337,0.2601531713449208,0.4426286942547114,3.4055129224173006,0.1620760923430493,6.3085,丽江股份,2004-08-25,丽江股份,16,休闲服务I
507,000898.XSHE,2020-10-24,2020-09-30,832000000.0,26521000000.0,6232000000.0,3.14,26521000000.0,10499000000.0,23962000000.0,309000000.0,3.02,1.17,243.59599999999998,800000000.0,153000000.0,0.1305,1074000000.0,0.0877,940525.0,3723000000.0,6339000000.0,33485000000.0,1094000000.0,1308000000.0,0.6739852741819728,3.560245607506446,0.08846123175885809,0.11631801387522926,0.13907126339012787,0.03137136608725161,2.2823126012001143,0.011651144376154745,2.4369999999999994,鞍钢股份,1997-12-25,鞍钢股份,22,钢铁I
508,000869.XSHE,2020-10-24,2020-09-30,86137141.0,774191143.0,422825916.0,11.13,774191143.0,2936748059.0,375604374.0,77883831.0,21.76,10.06,210.4374,168492290.0,3292451.0,0.6359,119935543.0,0.1242,68546.3984,342732000.0,8645814361.0,531802207.0,119049274.0,282089895.0,12.613083346184967,0.775828080560393,0.12566253371526517,0.17367692071185464,0.4115313154075211,0.11126081947439691,0.12789805814254904,0.10060026093581904,30.836499999999994,张裕A,2000-10-26,张裕A,20,食品饮料I
509,600749.XSHG,2020-10-24,2020-09-30,32732597.76,74414568.35,62253710.46,43.99,74414568.35,7904101.49,22950844.54,13935833.02,1.87,18.73,21.9703,1389699.55,1566065.07,0.835,32875693.99,0.1385,22696.5508,5646283.67,-132184929.39,971510024.61,33368714.88,47477308.51,-0.5824009584310934,4.280430243215634,0.1442183794728845,0.14702108339739445,0.2091829235568252,0.43986813987882256,2.903662683106565,0.18727291347649133,9.831999999999997,西藏旅游,1996-10-15,西藏旅游,24,休闲服务I
510,002885.XSHE,2020-10-24,2020-09-30,16008907.47,368829771.51,363332250.57,4.34,368829771.51,296774669.76,307646479.24,12094924.87,3.6,3.28,27.648000000000003,13266892.67,15274660.7,0.7852,15828833.82,0.08900000000000001,18000.0,33048564.75,362561077.75,240567599.06,15720469.02,39499979.51,2.0142282097222224,1.3364866614444446,0.08893837483333335,0.087335939,0.21944433061111107,0.043404596663818816,1.0366332122913051,0.03279270222813906,16.23,京泉华,2017-06-27,京泉华,3,电子I
511,002706.XSHE,2020-10-24,2020-09-30,124242792.13,861086659.42,552153582.78,14.43,861086659.42,415691455.13,486062019.22,50308553.14,12.93,5.84,208.89700000000002,111312869.44,67932.65,0.599,138137733.57,0.1583,78473.6875,142916758.84,730818737.35,419437128.72,137739554.95,175443045.48,0.9312914438358717,0.5344939712690321,0.15832414161753264,0.17552323503339892,0.22356926387586923,0.14428604922724725,1.1692855679893466,0.05842449489797718,19.608000000000004,良信股份,2014-01-21,良信股份,6,电气设备I
512,000510.XSHE,2020-10-24,2020-09-30,-9169825.58,564134212.16,127482462.5,-1.63,564134212.16,118448222.36,466674942.78,63315813.87,1.63,11.22,26.2558,9207485.23,2317412.2,0.4888,73891.37,-0.0165,60918.2266,111738603.02,274932551.09,20425091.81,22632145.3,10135948.54,0.4513141081654533,0.033528703887122015,-0.01505267978368891,0.03715168113577358,0.0166386139349631,-0.01625468794897206,3.9399066822770337,0.11223537325908953,4.346,新金路,1993-05-07,新金路,27,化工I
513,600183.XSHG,2020-10-24,2020-09-30,504502791.77,3811269742.04,2908484968.9,13.24,3811269742.04,2664006589.39,2819421696.02,173974099.05,1.23,4.56,532.7473,46971069.95,25613424.05,0.5312,570559403.79,0.2083,228450.8281,965470419.19,3469245859.72,2766070927.08,574525425.42,232890254.85,1.5185963161409084,1.2107948787426608,0.22083649070826017,0.25148756526656685,0.10194327452735549,0.13237131610106465,1.0583388596893775,0.0456472805193997,22.881499999999996,生益科技,1998-10-28,生益科技,22,电子I
514,300305.XSHE,2020-10-24,2020-09-30,33129045.59,264977251.67,40811446.61,12.5,264977251.67,47452493.53,201469311.98,18451813.36,1.7,6.96,29.1063,4503603.09,-2143542.99,0.9461,38711489.33,0.1147,28875.3008,175745793.42,591861489.53,593139920.98,38654698.29,-414493.09,2.049715407743908,2.0541428298471613,0.11473143022634763,0.1338676904449771,-0.0014354589511323809,0.1250259989535199,4.245705483372098,0.06963546207724919,10.2925,裕兴股份,2012-03-29,裕兴股份,8,化工I
515,603059.XSHG,2020-10-24,2020-09-30,22842135.49,231836501.81,85951042.62,9.85,231836501.81,113664070.69,175327807.56,10690038.41,5.89,4.61,30.01,13648138.06,3206432.25,4.2152,26574845.21,0.2284,10000.0,29007807.76,384830168.34,510043059.92,26447341.63,46626222.85,3.8483016833999995,5.1004305992,0.2284213549,0.2644734163,0.46626222850000004,0.09852691578619537,1.5425086088829043,0.04611024720671875,30.977999999999998,倍加洁,2018-03-02,倍加洁,2,轻工制造I
516,002447.XSHE,2020-10-24,2020-09-30,-4633979.81,31457628.75,8718427.81,-14.73,31457628.75,4876897.97,25078574.49,8142675.19,2.09,25.88,29.6856,656830.18,467737.84,1.0125,-4530297.3,-0.0012,142719.2969,,-1015047755.3,,-5493246.73,-5308113.26,-0.7112197000320284,,-0.0032469188894946135,-0.0038489866817722537,-0.003719268084482835,-0.14730861778639306,5.142320927005163,0.25884580350004927,2.072,晨鑫退,2010-07-13,晨鑫退,10,传媒I
517,002678.XSHE,2020-10-24,2020-09-30,62599298.09,560995112.21,186866150.83,11.16,560995112.21,1009885374.69,402772978.34,37382183.81,5.35,6.66,102.9607,30016937.8,1235102.59,0.0584,74162540.53,0.0451,135832.0312,116070777.24,946936578.5,981284324.46,74733509.87,199810822.68,0.697137906379184,0.7224248329285088,0.04608581461748767,0.055019062300527534,0.1471014023090012,0.11158617379640716,0.3988303904922253,0.06663548932313433,7.718999999999999,珠江钢琴,2012-05-30,珠江钢琴,8,轻工制造I
518,603088.XSHG,2020-10-24,2020-09-30,12884963.99,102827832.65,88421376.32,12.53,102827832.65,302692292.44,58387738.52,7309865.07,8.79,7.11,18.7909,9038156.48,4430199.67,0.7867,15456438.65,0.0595,21952.0,37999741.83,176558114.88,96330462.45,15399048.51,13207959.14,0.8042917040816326,0.4388231707817055,0.0586960823159621,0.07014872681304664,0.060167452350583094,0.1253061905316741,0.19289469860410696,0.0710883899972971,4.142,宁波精达,2014-11-11,宁波精达,5,机械设备I
519,600506.XSHG,2020-10-24,2020-09-30,-1747770.53,11409.54,,-15318.5,11409.54,27739761.07,360311.9,2084049.62,2602.29,18265.85,14.623,296909.21,-758305.46,4.438,-1747770.53,-0.0118,14770.6875,34192504.86,-121259848.45,223982201.21,-1747770.53,-17378238.69,-0.8209492513466282,1.5163965875657446,-0.011832695871468407,-0.011832695871468407,-0.11765355329601279,-153.1850127174277,0.012989005171701718,182.65851384017233,10.3735,统一股份,2001-12-26,统一股份,18,农林牧渔I
520,000617.XSHE,2020-10-24,2020-09-30,3424528673.16,7170363884.76,51163200.39,1813.52,188833214.88,,121771262.53,646607161.99,,9.02,862.1898,,67440966.56,0.0236,4020446742.72,0.1464,1264207.875,5533704744.83,26880410046.62,35020890722.81,4020393593.18,-17701434731.18,2.126265037434607,2.770184509632959,0.27088335240436623,0.31801681295332856,-1.400199688771912,0.4775948233866547,,0.09017773328970216,6.578999999999999,中油资本,1996-10-22,中油资本,24,非银金融I
521,002232.XSHE,2020-10-24,2020-09-30,24425905.71,358532817.58,521926869.4,6.81,358532817.58,117437572.93,285000037.68,29477252.14,1.11,8.22,46.8197,3980568.87,-2670271.55,1.0456,25993103.79,0.0598,40854.8438,72399889.58,519522087.48,289104588.58,25968500.51,-40849054.04,1.271629112139697,0.7076384626392819,0.0597870495591027,0.06356284370373728,-0.09998582846129986,0.06812739172628127,2.426821591841629,0.08221632914655769,11.912499999999998,启明信息,2008-05-09,启明信息,12,计算机I
522,300358.XSHE,2020-10-24,2020-09-30,36710669.8,518901236.62,525997605.34,7.07,518901236.62,1189755685.37,340196873.56,34092252.56,12.54,6.57,59.79600000000001,65064915.15,3625096.54,2.5419,35484495.73,0.0792,46788.7344,87054800.28,772129419.83,1091467562.97,37771279.32,262748496.13,1.650246431606836,2.3327571838959593,0.07846048898471594,0.0807272943035621,0.5615635889693994,0.0707469306473899,0.2859384306738596,0.06570085047796162,14.098999999999998,楚天科技,2014-01-21,楚天科技,6,医药生物I
523,603416.XSHG,2020-10-24,2020-09-30,103243188.04,314182743.24,343687047.31,32.86,314182743.24,525176920.22,176031442.47,5045274.17,3.82,1.61,117.958,12012735.8,975867.35,1.0533,116905577.34,0.7345,14056.0,70280000.0,845748079.6,369608913.84,116943322.4,71582447.94,6.016989752418896,2.6295454883323846,0.7345132899829254,0.8319815196357427,0.5092661350313034,0.32860871661921265,0.33518503135335664,0.016058406384675247,85.184,信捷电气,2016-12-21,信捷电气,3,电气设备I
524,000890.XSHE,2020-10-24,2020-09-30,4423370.64,128851694.12,151305342.16,3.43,128851694.12,46793192.57,123375911.39,4972318.05,0.14,3.86,9.3012,182504.69,5937156.89,0.2496,4423370.64,0.0117,37964.1602,83565398.57,-639732810.94,43263739.6,4423370.64,8646708.79,-1.6850967005981605,0.11395942744968188,0.01165143813717233,0.01165143813717233,0.02277597803941413,0.034329161678545723,2.6366209402240837,0.03858946585032296,2.5269999999999997,法尔胜,1999-01-19,法尔胜,21,非银金融I
525,002201.XSHE,2020-10-24,2020-09-30,1592928.07,532667925.67,486013366.23,0.3,532667925.67,360178041.74,441466837.33,17440545.99,5.25,3.27,47.9086,27956340.67,13912057.67,2.5988,4211347.67,0.0048,33246.7461,42190846.85,207944160.05,368915991.83,2885828.86,98454413.12,0.6254571783492522,1.1096303702033565,0.004791229990474166,0.008680033983836993,0.2961324781194151,0.0029904711608013273,1.2256905923451034,0.03274187378198705,7.3685,正威新材,2007-12-26,正威新材,12,化工I
526,002172.XSHE,2020-10-24,2020-09-30,-98570199.78,784459238.1,1122850293.99,-12.57,784459238.1,302975017.15,771732857.23,69080535.45,2.48,8.81,20.3438,19453873.93,24456876.13,0.7165,-93783412.97,-0.1237,77648.1328,37123014.97,-713866608.47,1151301693.38,-94437223.55,-108576382.38,-0.9193609462686269,1.4827165211370028,-0.12694471357590711,-0.12162201477947192,-0.139831285653272,-0.12565369236869722,2.547183145625247,0.08806134480271602,2.7570000000000006,澳洋健康,2007-09-21,澳洋健康,13,化工I
527,603351.XSHG,2020-10-24,2020-09-30,18153349.42,179355320.66,125493896.74,10.12,179355320.66,106099578.98,117901115.35,23491200.79,4.45,13.1,33.4507,7989970.16,1895411.93,0.7974,20178279.77,0.1389,13066.6729,36412156.8,265551764.56,842187537.11,20259386.21,10533626.07,2.0322829429670657,6.4453097093292975,0.13892862826619012,0.1550462490723251,0.08061444677321034,0.10121444601252122,1.1112307558941832,0.13097576756327045,25.746999999999996,威尔药业,2019-01-30,威尔药业,1,医药生物I
528,605003.XSHG,2020-10-24,2020-09-30,39377546.06,151140726.23,48337250.52,26.05,151140726.23,76688101.46,84859329.94,6301232.75,5.46,4.17,25.1856,8246943.67,2673849.12,5.8769,46763382.2,0.4475,8800.0,22037424.91,252101406.72,576969159.04,44544351.7,40277135.32,2.8647887127272726,6.556467716363636,0.44747211431818185,0.5061858147727273,0.45769471954545454,0.26053564146619757,1.1065514509348242,0.04169116364050701,23.978,众望布艺,2020-09-08,众望布艺,0,纺织服装I
529,600509.XSHG,2020-10-24,2020-09-30,16591621.6,1102135692.22,868378069.91,1.51,1102135692.22,1124639496.68,852372297.11,88255086.23,2.66,8.01,43.5235,29318981.79,103552920.78,1.2248,22921690.85,0.0116,115141.5,334766374.13,612546686.48,4004396479.98,21424812.12,495471227.61,0.5319947077986652,3.4778046837847345,0.014409766765241028,0.018607376245749797,0.43031507111684325,0.015054064319956807,0.7579071334647695,0.08007642511987824,4.051,天富能源,2002-02-28,天富能源,18,公用事业I
530,603758.XSHG,2020-10-24,2020-09-30,42777624.52,230160691.66,114051122.52,18.59,230160691.66,238178013.93,173300533.93,27756039.93,2.27,12.06,35.016,5221242.06,-496776.66,2.7236,50385194.88,0.0975,43879.7031,120854218.9,1423691946.59,741039544.12,50384722.54,157666161.96,3.2445341376751475,1.688797990340094,0.097488409213963,0.11482466603106985,0.3593145596283673,0.18585981911799407,0.7276092829497379,0.12059418022171232,7.664499999999999,秦安股份,2017-05-17,秦安股份,3,汽车I
531,002650.XSHE,2020-10-24,2020-09-30,32085647.27,421501574.4,80943479.54,7.61,421501574.4,326067268.08,289002640.43,30621544.12,12.71,7.26,84.5568,53560549.46,178656.68,0.958,42929209.7,0.0279,115200.0,143079961.21,934488470.78,206385571.23,42213609.19,73166988.66,0.8111879086631945,0.17915414169270832,0.027852124366319446,0.03664375797743056,0.06351301098958334,0.07612224774171568,0.8863282786148708,0.07264870638642151,7.398999999999998,加加食品,2012-01-06,加加食品,8,食品饮料I
532,000599.XSHE,2020-10-24,2020-09-30,49498990.95,1226812923.79,1140932982.66,4.03,1226812923.79,1094117831.44,1036224891.1,61649352.15,7.46,5.03,36.5083,91507518.65,51083499.42,0.2498,43635030.37,0.0639,82225.9219,63499915.65,522656349.44,1969637170.62,43382379.79,-31986184.14,0.635634526634599,2.395396883497879,0.06019876677113912,0.05275997980631945,-0.038900365481946635,0.040347627572329854,0.9470871064556132,0.05025163246532023,4.5120000000000005,青岛双星,1996-04-30,青岛双星,24,化工I
533,000862.XSHE,2020-10-24,2020-09-30,7772020.74,316852446.25,166895766.34,2.45,316852446.25,85941110.03,236867029.93,12101278.13,-0.02,3.82,27.8211,-48395.95,76044097.57,2.0431,10119027.05,0.006,70611.8984,24499326.51,-758492864.76,2681694788.33,12722753.71,213136683.52,-1.0741714667736506,3.7977944922806377,0.011006672977368924,0.018017861009668023,0.3018424491473522,0.02452883300092243,2.756155114209199,0.038192156233037136,4.0649999999999995,银星能源,1998-09-15,银星能源,22,公用事业I
534,002415.XSHE,2020-10-24,2020-09-30,3910326176.37,17750035645.86,9818653069.71,22.03,17750035645.86,11152999292.02,9777113666.4,470051489.24,10.22,2.65,3561.3835,1813548049.93,382680216.43,0.5368,4107130365.22,0.4082,934501.0625,4672505348.0,30859948589.38,5058308870.67,4092859839.01,5464651652.26,3.302291439543441,0.5412844429665911,0.4184399925569908,0.43797273253608526,0.5847667671603103,0.22029962386481405,0.8766353704868922,0.02648172086063581,36.46,海康威视,2010-05-28,海康威视,10,电子I
535,000505.XSHE,2020-10-24,2020-09-30,45687805.64,1928342701.75,151338619.76,2.37,1928342701.75,1308878985.35,1799452877.93,43872344.26,2.28,2.28,72.6223,43982894.87,-146865.5,5.6579,64764650.02,0.0563,72695.0234,122122436.98,116844632.7,1679833419.67,64753963.24,-273955632.37,0.16073264335726178,2.310795624105955,0.06284860160042262,0.08907619835775442,-0.37685610315107204,0.023692783237407766,1.374804621413353,0.022751321235683464,10.3385,京粮控股,1992-12-21,京粮控股,27,农林牧渔I
536,603533.XSHG,2020-10-24,2020-09-30,47759148.84,514833568.03,414931284.0,9.28,514833568.03,712802.25,276378435.07,16516273.84,23.37,3.21,102.6961,120304237.97,-828265.62,1.1973,72545467.01,0.1387,40100.0,47375386.27,518346397.54,378379603.26,73351185.1,177108521.48,1.2926344078304242,0.9435900330673316,0.11910012179551122,0.18292066109725683,0.4416671358603491,0.09276619048511037,387.7350766920278,0.0320808021574801,26.147000000000002,掌阅科技,2017-09-21,掌阅科技,3,传媒I
537,002908.XSHE,2020-10-24,2020-09-30,18037972.13,130716145.16,95204062.22,13.8,130716145.16,89409758.14,67870469.69,8224279.03,12.99,6.29,25.4808,16974451.45,-161691.76,1.031,17769461.15,0.0902,20079.4668,37009984.78,197339706.74,312368865.52,17911605.46,-27419696.49,0.9827935607333956,1.5556631489836175,0.08983292390015059,0.08920359110332553,-0.13655589943254867,0.13799345220837905,0.7590946570253188,0.06291708663786916,9.24,德生科技,2017-10-20,德生科技,3,通信I
538,002158.XSHE,2020-10-24,2020-09-30,124149016.76,630804336.48,460620654.28,19.68,630804336.48,561927935.96,393672254.34,26735756.99,5.47,4.24,65.113,34518548.26,-1728527.01,0.4729,142108701.32,0.2311,53502.8789,182689164.0,1003015687.4,441180650.72,142696292.84,30647405.02,1.8746947977784425,0.8245923580011318,0.2320417504860659,0.266707690826708,0.05728178679371962,0.19681065836163003,0.7005742714454098,0.042383597327802565,12.2715,汉钟精机,2007-08-17,汉钟精机,13,机械设备I
539,002454.XSHE,2020-10-24,2020-09-30,73617831.58,851867168.81,939082039.52,8.64,851867168.81,613083313.17,589124200.75,39494390.77,10.84,4.64,35.2006,92314137.45,2438612.59,0.4937,89494698.15,0.1158,62858.1602,260024549.02,1905129987.91,751894621.7,87776261.98,174191562.66,3.0308395629912184,1.1961766289494424,0.11711738196880919,0.13964179304757954,0.27711845543325336,0.08641937883677224,0.9609202992394014,0.046362146841708855,5.921000000000001,松芝股份,2010-07-20,松芝股份,10,汽车I
540,002564.XSHE,2020-10-24,2020-09-30,-327305249.3,2739223821.78,8696186223.67,-11.95,2739223821.78,3021076165.03,2721615376.7,40982359.65,0.33,1.5,33.0363,8914668.49,129769635.01,0.7909999999999999,-331674283.53,-0.2782,86937.5312,76966629.2,-83773254.96,2248066080.59,-331709842.31,-188757993.12,-0.09636028744280697,2.585840717535812,-0.3764832573253472,-0.3815496457414931,-0.21711910899075543,-0.11948831880678913,0.9008761209676331,0.014961303754787323,3.8984999999999994,天沃科技,2011-03-10,天沃科技,9,机械设备I
541,000831.XSHE,2020-10-24,2020-09-30,-26204926.44,269599481.19,2452060.84,-9.72,269599481.19,1515044243.7,233391052.97,8644589.73,0.26,3.21,122.51299999999999,711188.09,500391.33,0.7648,-25190321.9,-0.025,98088.8984,166111708.62,424331682.72,740083090.07,-25214877.92,31014418.65,0.43259909086714754,0.7545023974598943,-0.0267154865305328,-0.025706148535969288,0.03161868382242938,-0.09719946909516529,0.15404900149979692,0.03206456366994168,12.820000000000002,中国稀土,1998-09-11,中国稀土,22,有色金属I
542,002817.XSHE,2020-10-24,2020-09-30,13922032.22,72031468.35,30036152.33,19.33,72031468.35,83763337.55,43453050.45,6875721.32,11.0,9.55,20.2591,7921393.65,-1737528.2,1.0011,16203947.01,0.0973,14733.9004,41362028.84,323967910.65,237019716.4,16150538.01,16434493.7,2.198792592964725,1.6086691912210835,0.09448979456926422,0.10961481733648748,0.11154204422340197,0.1932770848478754,0.518759778692701,0.0954544101001934,7.077000000000001,黄山胶囊,2016-10-25,黄山胶囊,4,医药生物I
543,300435.XSHE,2020-10-24,2020-09-30,65613449.34,377730293.66,259820008.26,17.37,377730293.66,200267004.17,274123900.89,18979960.59,1.75,5.02,49.1651,6620590.3,-26274.28,1.919,84475264.04,0.1741,37819.3281,52156610.16,519920710.6,1279427074.84,84672211.55,180547360.2,1.3747486714339594,3.3829978984740343,0.17349184302404358,0.22388608101686505,0.47739441515884573,0.17370449350048564,1.368792138405912,0.05024738790763791,15.116999999999999,中泰股份,2015-03-26,中泰股份,5,公用事业I
544,300118.XSHE,2020-10-24,2020-09-30,331306100.59,3184355252.7,3295415497.96,10.4,3184355252.7,1863525338.95,2407690450.09,142123909.45,5.88,4.46,152.9608,187119015.32,148663235.58,11.1588,369653879.22,0.3355,90135.9922,195838245.59,2813278373.63,5231761896.49,346152603.93,373973858.98,3.1211487275667893,5.80429833720741,0.367562493631706,0.3840337200282132,0.414899586560495,0.10404181515523027,1.2920084314209588,0.04463192645653898,17.294,东方日升,2010-09-02,东方日升,10,电气设备I
545,300374.XSHE,2020-10-24,2020-09-30,17220917.28,286468567.36,420269008.25,6.01,286468567.36,128569955.51,220631406.14,39936022.67,0.66,13.94,38.4115,1903852.97,15389175.8,1.2284,19861222.29,0.07,24591.2344,26579890.4,528058599.19,761117173.65,20353819.65,53944456.02,2.1473448245851374,3.0950751038752244,0.0700286817647511,0.08276859680537224,0.21936457171096707,0.06011450903218564,1.7160417086932847,0.139408044093763,16.541,中铁装配,2015-03-19,中铁装配,5,建筑材料I
546,000715.XSHE,2020-10-24,2020-09-30,29215586.91,224515913.23,216049363.0,13.01,224515913.23,56889748.71,104128227.15,65868351.95,5.35,29.34,24.1117,12010412.68,-4207653.07,0.1611,39070635.44,0.0703,41571.8945,163699292.03,701058650.07,180005059.01,38708935.23,133184988.61,1.6863764774299617,0.43299700717271855,0.07027725645267381,0.09311323358140437,0.320372670555103,0.13012702079638688,1.8303513288624615,0.29337943579314457,5.752000000000001,中兴商业,1997-05-08,中兴商业,23,商业贸易I
547,300845.XSHE,2020-10-24,2020-09-30,10064312.62,50298176.68,38719702.8,20.01,50298176.68,56274166.91,21030658.86,7135693.62,15.83,14.19,35.1876,7960570.79,-929659.66,4.3181,11153595.85,0.1083,9235.5996,25362932.79,198599405.61,410583836.69,8983879.81,-17237185.64,2.150368294550145,4.445665192003344,0.10897302888704703,0.09727446185518915,-0.18663851169987924,0.20009299112430567,0.37371781786898073,0.1418678387766958,31.473000000000003,捷安高科,2020-07-03,捷安高科,0,计算机I
548,600319.XSHG,2020-10-24,2020-09-30,-3072953.48,4096705.62,37642478.25,-75.01,4096705.62,60086436.6,3832603.67,6696668.03,27.29,163.46,14.895999999999999,1117914.84,-1869477.87,0.2345,-3072953.48,-0.0097,31559.4004,49809366.42,-1174536587.49,854133972.81,-2798512.81,-22071189.58,-3.721669526680868,2.706432828204176,-0.00973704646175724,-0.008867446068462062,-0.0699353894568922,-0.7501035624815043,0.06378483875677193,1.634647116772818,4.686,亚星化学,2001-03-26,亚星化学,19,化工I
549,000655.XSHE,2020-10-24,2020-09-30,82510535.6,407312386.54,93326434.31,20.26,407312386.54,122870259.35,266706262.7,36010129.63,2.05,8.84,36.9111,8343430.08,-1292657.69,1.1729,103802602.36,0.1377,59534.0234,321768154.77,1368033652.17,487998131.16,103957187.87,-15457540.07,2.297902231432254,0.8196962061193399,0.13859391804518958,0.17461811235489252,-0.025964212037448153,0.2025731068502555,2.170633187485007,0.088409119928553,6.242499999999998,金岭矿业,1996-11-28,金岭矿业,23,采掘I
550,600114.XSHG,2020-10-24,2020-09-30,-12179029.67,889713400.92,452405657.16,-1.37,889713400.92,610017388.89,681619521.93,58808890.27,3.54,6.61,61.5838,31492471.1,26910934.02,1.2495,-7225915.33,-0.0097,61645.4531,174431522.88,596755404.46,1221733772.43,-6828492.74,69027293.05,0.9680444776550763,1.9818716725921837,-0.019756574179515603,-0.011077042014636437,0.11197467060226703,-0.013688711058422169,1.1173771999684938,0.06609868999296764,9.639999999999997,东睦股份,2004-05-11,东睦股份,16,有色金属I
