datetime,open,close,high,low,volume,money
2023-03-08,16.68,16.7,16.84,16.56,3264278.0,54439202.0
2023-03-09,16.74,16.89,17.04,16.7,4743350.0,80092399.0
2023-03-10,16.85,16.97,17.2,16.58,5571323.0,94009489.0
2023-03-13,17.03,16.68,17.13,16.52,5394115.0,90117598.0
2023-03-14,16.65,16.56,16.76,16.27,4025065.0,66542578.0
2023-03-15,16.7,16.6,17.1,16.6,5055643.0,85149947.0
2023-03-16,16.61,16.33,16.73,16.3,4561713.0,75218551.0
2023-03-17,16.43,16.06,16.6,16.06,4689450.0,76429870.0
2023-03-20,16.1,15.76,16.16,15.7,5075877.0,80336414.0
2023-03-21,15.86,16.03,16.08,15.78,3485705.0,55452803.0
2023-03-22,16.18,15.97,16.22,15.83,3812125.0,60991508.0
2023-03-23,15.98,15.91,16.07,15.8,2648357.0,42109142.0
2023-03-24,15.92,15.59,16.09,15.56,5136605.0,80681147.0
2023-03-27,15.58,15.6,15.85,15.44,5322543.0,83111698.0
2023-03-28,15.65,15.47,15.78,15.41,4131833.0,64214840.0
2023-03-29,15.58,15.48,15.58,15.26,4849455.0,74753536.0
2023-03-30,15.48,15.68,15.85,15.41,9661873.0,150853424.0
2023-03-31,15.67,16.3,16.4,15.67,9928497.0,160182126.0
2023-04-03,16.3,15.92,16.34,15.45,11941635.0,189178550.0
2023-04-04,15.9,16.03,16.12,15.75,6752659.0,107714629.0
2023-04-06,16.04,16.45,16.78,16.0,10293900.0,169962854.0
2023-04-07,16.46,16.93,17.27,16.38,11888577.0,201704566.0
2023-04-10,16.98,16.53,17.17,16.48,8237295.0,137515110.0
2023-04-11,16.56,16.49,16.89,16.4,6736821.0,111952907.0
2023-04-12,16.49,16.11,16.56,16.03,6273635.0,101553634.0
2023-04-13,16.14,16.33,16.55,15.86,8181844.0,132996373.0
2023-04-14,16.5,16.34,16.69,16.2,4628629.0,75912339.0
2023-04-17,16.34,16.19,16.46,16.15,2709943.0,44009199.0
2023-04-18,16.25,16.07,16.29,15.86,5606082.0,89950313.0
2023-04-19,16.08,15.77,16.14,15.64,5159177.0,81468662.0
2023-04-20,15.7,15.45,15.91,15.36,4383502.0,68196426.0
2023-04-21,15.35,15.13,15.53,15.11,5537097.0,84708831.0
2023-04-24,15.13,14.7,15.31,14.56,7621131.0,112873822.0
2023-04-25,14.78,14.35,14.79,14.09,5510931.0,78954260.0
2023-04-26,14.3,14.47,14.63,14.25,4664030.0,67468255.0
2023-04-27,14.47,14.82,14.98,14.28,6887377.0,100794511.0
2023-04-28,14.82,14.5,14.93,14.35,9357501.0,135801948.0
2023-05-04,14.42,14.63,14.76,14.37,5164708.0,75314226.0
2023-05-05,14.67,14.6,14.72,14.35,5453805.0,79366761.0
2023-05-08,14.56,14.59,14.76,14.33,4668941.0,67631385.0
2023-05-09,14.47,14.19,14.59,14.14,5871941.0,83857340.0
2023-05-10,14.19,14.23,14.38,14.13,4256669.0,60606219.0
2023-05-11,14.26,14.27,14.67,14.18,4267195.0,61305671.0
2023-05-12,14.27,14.24,14.44,14.18,2959577.0,42271681.0
2023-05-15,14.1,14.2,14.2,13.9,4866805.0,68474594.0
2023-05-16,14.2,13.86,14.25,13.84,7359342.0,102881177.0
